id,scenario,dataset,region,classLabel,class,x,units,param,value
6786,GCAM_SSP3,foresight_v1,South Korea,Fuel,nuclear,2015,Electricity Generation by Fuel (TWh),elecByTechTWh,164.6627778
6787,GCAM_SSP3,foresight_v1,South Korea,Fuel,nuclear,2020,Electricity Generation by Fuel (TWh),elecByTechTWh,187.9872222
6788,GCAM_SSP3,foresight_v1,South Korea,Fuel,nuclear,2025,Electricity Generation by Fuel (TWh),elecByTechTWh,199.3403333
6789,GCAM_SSP3,foresight_v1,South Korea,Fuel,nuclear,2030,Electricity Generation by Fuel (TWh),elecByTechTWh,209.0308333
6790,GCAM_SSP3,foresight_v1,South Korea,Fuel,nuclear,2035,Electricity Generation by Fuel (TWh),elecByTechTWh,213.9575
6791,GCAM_SSP3,foresight_v1,South Korea,Fuel,nuclear,2040,Electricity Generation by Fuel (TWh),elecByTechTWh,214.0028611
6792,GCAM_SSP3,foresight_v1,South Korea,Fuel,nuclear,2045,Electricity Generation by Fuel (TWh),elecByTechTWh,209.4197778
6793,GCAM_SSP3,foresight_v1,South Korea,Fuel,nuclear,2050,Electricity Generation by Fuel (TWh),elecByTechTWh,200.9093333
6794,GCAM_SSP3,foresight_v1,South Korea,Fuel,refined liquids,1990,Electricity Generation by Fuel (TWh),elecByTechTWh,18.85758167
6795,GCAM_SSP3,foresight_v1,South Korea,Fuel,refined liquids,2005,Electricity Generation by Fuel (TWh),elecByTechTWh,21.04157861
6796,GCAM_SSP3,foresight_v1,South Korea,Fuel,refined liquids,2010,Electricity Generation by Fuel (TWh),elecByTechTWh,14.96296917
6797,GCAM_SSP3,foresight_v1,South Korea,Fuel,refined liquids,2015,Electricity Generation by Fuel (TWh),elecByTechTWh,10.57863944
6798,GCAM_SSP3,foresight_v1,South Korea,Fuel,refined liquids,2020,Electricity Generation by Fuel (TWh),elecByTechTWh,6.329259083
6799,GCAM_SSP3,foresight_v1,South Korea,Fuel,refined liquids,2025,Electricity Generation by Fuel (TWh),elecByTechTWh,5.802916533
6800,GCAM_SSP3,foresight_v1,South Korea,Fuel,refined liquids,2030,Electricity Generation by Fuel (TWh),elecByTechTWh,5.481267406
6801,GCAM_SSP3,foresight_v1,South Korea,Fuel,refined liquids,2035,Electricity Generation by Fuel (TWh),elecByTechTWh,5.461620547
6802,GCAM_SSP3,foresight_v1,South Korea,Fuel,refined liquids,2040,Electricity Generation by Fuel (TWh),elecByTechTWh,5.471603144
6803,GCAM_SSP3,foresight_v1,South Korea,Fuel,refined liquids,2045,Electricity Generation by Fuel (TWh),elecByTechTWh,5.350480914
6804,GCAM_SSP3,foresight_v1,South Korea,Fuel,refined liquids,2050,Electricity Generation by Fuel (TWh),elecByTechTWh,5.2704581
6805,GCAM_SSP3,foresight_v1,South Korea,Fuel,solar,1990,Electricity Generation by Fuel (TWh),elecByTechTWh,0.001000033
6806,GCAM_SSP3,foresight_v1,South Korea,Fuel,solar,2005,Electricity Generation by Fuel (TWh),elecByTechTWh,0.015000417
6807,GCAM_SSP3,foresight_v1,South Korea,Fuel,solar,2010,Electricity Generation by Fuel (TWh),elecByTechTWh,0.771997222
6808,GCAM_SSP3,foresight_v1,South Korea,Fuel,solar,2015,Electricity Generation by Fuel (TWh),elecByTechTWh,3.972611111
6809,GCAM_SSP3,foresight_v1,South Korea,Fuel,solar,2020,Electricity Generation by Fuel (TWh),elecByTechTWh,9.906749407
6810,GCAM_SSP3,foresight_v1,South Korea,Fuel,solar,2025,Electricity Generation by Fuel (TWh),elecByTechTWh,14.28163764
6811,GCAM_SSP3,foresight_v1,South Korea,Fuel,solar,2030,Electricity Generation by Fuel (TWh),elecByTechTWh,19.6746246
6812,GCAM_SSP3,foresight_v1,South Korea,Fuel,solar,2035,Electricity Generation by Fuel (TWh),elecByTechTWh,25.50429491
6813,GCAM_SSP3,foresight_v1,South Korea,Fuel,solar,2040,Electricity Generation by Fuel (TWh),elecByTechTWh,31.52966998
6814,GCAM_SSP3,foresight_v1,South Korea,Fuel,solar,2045,Electricity Generation by Fuel (TWh),elecByTechTWh,33.44899592
6815,GCAM_SSP3,foresight_v1,South Korea,Fuel,solar,2050,Electricity Generation by Fuel (TWh),elecByTechTWh,33.49616184
6816,GCAM_SSP3,foresight_v1,South Korea,Fuel,wind,2005,Electricity Generation by Fuel (TWh),elecByTechTWh,0.130003611
6817,GCAM_SSP3,foresight_v1,South Korea,Fuel,wind,2010,Electricity Generation by Fuel (TWh),elecByTechTWh,0.816997222
6818,GCAM_SSP3,foresight_v1,South Korea,Fuel,wind,2015,Electricity Generation by Fuel (TWh),elecByTechTWh,1.341191667
6819,GCAM_SSP3,foresight_v1,South Korea,Fuel,wind,2020,Electricity Generation by Fuel (TWh),elecByTechTWh,2.849397131
6820,GCAM_SSP3,foresight_v1,South Korea,Fuel,wind,2025,Electricity Generation by Fuel (TWh),elecByTechTWh,4.280602747
6821,GCAM_SSP3,foresight_v1,South Korea,Fuel,wind,2030,Electricity Generation by Fuel (TWh),elecByTechTWh,6.504863094
6822,GCAM_SSP3,foresight_v1,South Korea,Fuel,wind,2035,Electricity Generation by Fuel (TWh),elecByTechTWh,9.215290706
6823,GCAM_SSP3,foresight_v1,South Korea,Fuel,wind,2040,Electricity Generation by Fuel (TWh),elecByTechTWh,12.35163398
6824,GCAM_SSP3,foresight_v1,South Korea,Fuel,wind,2045,Electricity Generation by Fuel (TWh),elecByTechTWh,14.26385465
6825,GCAM_SSP3,foresight_v1,South Korea,Fuel,wind,2050,Electricity Generation by Fuel (TWh),elecByTechTWh,15.5858576
6848,GCAM_SSP3,foresight_v1,Southeast Asia,Fuel,biomass,1990,Electricity Generation by Fuel (TWh),elecByTechTWh,0.614204667
6849,GCAM_SSP3,foresight_v1,Southeast Asia,Fuel,biomass,2005,Electricity Generation by Fuel (TWh),elecByTechTWh,2.547901028
6850,GCAM_SSP3,foresight_v1,Southeast Asia,Fuel,biomass,2010,Electricity Generation by Fuel (TWh),elecByTechTWh,5.45984125
6851,GCAM_SSP3,foresight_v1,Southeast Asia,Fuel,biomass,2015,Electricity Generation by Fuel (TWh),elecByTechTWh,9.451701972
6852,GCAM_SSP3,foresight_v1,Southeast Asia,Fuel,biomass,2020,Electricity Generation by Fuel (TWh),elecByTechTWh,11.24658906
6853,GCAM_SSP3,foresight_v1,Southeast Asia,Fuel,biomass,2025,Electricity Generation by Fuel (TWh),elecByTechTWh,19.51841668
6854,GCAM_SSP3,foresight_v1,Southeast Asia,Fuel,biomass,2030,Electricity Generation by Fuel (TWh),elecByTechTWh,28.82031544
6855,GCAM_SSP3,foresight_v1,Southeast Asia,Fuel,biomass,2035,Electricity Generation by Fuel (TWh),elecByTechTWh,38.90133768
6856,GCAM_SSP3,foresight_v1,Southeast Asia,Fuel,biomass,2040,Electricity Generation by Fuel (TWh),elecByTechTWh,48.8953111
6857,GCAM_SSP3,foresight_v1,Southeast Asia,Fuel,biomass,2045,Electricity Generation by Fuel (TWh),elecByTechTWh,55.17856105
6858,GCAM_SSP3,foresight_v1,Southeast Asia,Fuel,biomass,2050,Electricity Generation by Fuel (TWh),elecByTechTWh,58.87168695
6859,GCAM_SSP3,foresight_v1,Southeast Asia,Fuel,coal,1990,Electricity Generation by Fuel (TWh),elecByTechTWh,29.05356944
6860,GCAM_SSP3,foresight_v1,Southeast Asia,Fuel,coal,2005,Electricity Generation by Fuel (TWh),elecByTechTWh,77.61083056
6861,GCAM_SSP3,foresight_v1,Southeast Asia,Fuel,coal,2010,Electricity Generation by Fuel (TWh),elecByTechTWh,124.3785278
6862,GCAM_SSP3,foresight_v1,Southeast Asia,Fuel,coal,2015,Electricity Generation by Fuel (TWh),elecByTechTWh,198.3204444
6863,GCAM_SSP3,foresight_v1,Southeast Asia,Fuel,coal,2020,Electricity Generation by Fuel (TWh),elecByTechTWh,287.217275
6864,GCAM_SSP3,foresight_v1,Southeast Asia,Fuel,coal,2025,Electricity Generation by Fuel (TWh),elecByTechTWh,362.0902761
6865,GCAM_SSP3,foresight_v1,Southeast Asia,Fuel,coal,2030,Electricity Generation by Fuel (TWh),elecByTechTWh,437.1379389
6866,GCAM_SSP3,foresight_v1,Southeast Asia,Fuel,coal,2035,Electricity Generation by Fuel (TWh),elecByTechTWh,509.4419219
6867,GCAM_SSP3,foresight_v1,Southeast Asia,Fuel,coal,2040,Electricity Generation by Fuel (TWh),elecByTechTWh,584.0661881
6868,GCAM_SSP3,foresight_v1,Southeast Asia,Fuel,coal,2045,Electricity Generation by Fuel (TWh),elecByTechTWh,657.6195725
6869,GCAM_SSP3,foresight_v1,Southeast Asia,Fuel,coal,2050,Electricity Generation by Fuel (TWh),elecByTechTWh,733.6076578
6870,GCAM_SSP3,foresight_v1,Southeast Asia,Fuel,gas,1990,Electricity Generation by Fuel (TWh),elecByTechTWh,25.44847221
6871,GCAM_SSP3,foresight_v1,Southeast Asia,Fuel,gas,2005,Electricity Generation by Fuel (TWh),elecByTechTWh,223.9793583
6872,GCAM_SSP3,foresight_v1,Southeast Asia,Fuel,gas,2010,Electricity Generation by Fuel (TWh),elecByTechTWh,295.37455
6873,GCAM_SSP3,foresight_v1,Southeast Asia,Fuel,gas,2015,Electricity Generation by Fuel (TWh),elecByTechTWh,322.66155
6874,GCAM_SSP3,foresight_v1,Southeast Asia,Fuel,gas,2020,Electricity Generation by Fuel (TWh),elecByTechTWh,407.1330944
6875,GCAM_SSP3,foresight_v1,Southeast Asia,Fuel,gas,2025,Electricity Generation by Fuel (TWh),elecByTechTWh,479.5948306
6876,GCAM_SSP3,foresight_v1,Southeast Asia,Fuel,gas,2030,Electricity Generation by Fuel (TWh),elecByTechTWh,561.41485
6877,GCAM_SSP3,foresight_v1,Southeast Asia,Fuel,gas,2035,Electricity Generation by Fuel (TWh),elecByTechTWh,633.85925
6878,GCAM_SSP3,foresight_v1,Southeast Asia,Fuel,gas,2040,Electricity Generation by Fuel (TWh),elecByTechTWh,701.26315
6879,GCAM_SSP3,foresight_v1,Southeast Asia,Fuel,gas,2045,Electricity Generation by Fuel (TWh),elecByTechTWh,767.4476917
6880,GCAM_SSP3,foresight_v1,Southeast Asia,Fuel,gas,2050,Electricity Generation by Fuel (TWh),elecByTechTWh,826.4710225
6881,GCAM_SSP3,foresight_v1,Southeast Asia,Fuel,geothermal,1990,Electricity Generation by Fuel (TWh),elecByTechTWh,5.4669
6882,GCAM_SSP3,foresight_v1,Southeast Asia,Fuel,geothermal,2005,Electricity Generation by Fuel (TWh),elecByTechTWh,9.903611111
6883,GCAM_SSP3,foresight_v1,Southeast Asia,Fuel,geothermal,2010,Electricity Generation by Fuel (TWh),elecByTechTWh,9.930722222
6884,GCAM_SSP3,foresight_v1,Southeast Asia,Fuel,geothermal,2015,Electricity Generation by Fuel (TWh),elecByTechTWh,11.04380556
6885,GCAM_SSP3,foresight_v1,Southeast Asia,Fuel,geothermal,2020,Electricity Generation by Fuel (TWh),elecByTechTWh,19.18692778
6886,GCAM_SSP3,foresight_v1,Southeast Asia,Fuel,geothermal,2025,Electricity Generation by Fuel (TWh),elecByTechTWh,26.68201667
6887,GCAM_SSP3,foresight_v1,Southeast Asia,Fuel,geothermal,2030,Electricity Generation by Fuel (TWh),elecByTechTWh,34.47524722
6888,GCAM_SSP3,foresight_v1,Southeast Asia,Fuel,geothermal,2035,Electricity Generation by Fuel (TWh),elecByTechTWh,41.97731111
6889,GCAM_SSP3,foresight_v1,Southeast Asia,Fuel,geothermal,2040,Electricity Generation by Fuel (TWh),elecByTechTWh,49.24624167
6890,GCAM_SSP3,foresight_v1,Southeast Asia,Fuel,geothermal,2045,Electricity Generation by Fuel (TWh),elecByTechTWh,47.66321111
6891,GCAM_SSP3,foresight_v1,Southeast Asia,Fuel,geothermal,2050,Electricity Generation by Fuel (TWh),elecByTechTWh,49.22896667
6892,GCAM_SSP3,foresight_v1,Southeast Asia,Fuel,hydro,1990,Electricity Generation by Fuel (TWh),elecByTechTWh,39.28305556
6893,GCAM_SSP3,foresight_v1,Southeast Asia,Fuel,hydro,2005,Electricity Generation by Fuel (TWh),elecByTechTWh,55.62277778
6894,GCAM_SSP3,foresight_v1,Southeast Asia,Fuel,hydro,2010,Electricity Generation by Fuel (TWh),elecByTechTWh,70.60583333
6895,GCAM_SSP3,foresight_v1,Southeast Asia,Fuel,hydro,2015,Electricity Generation by Fuel (TWh),elecByTechTWh,114.3233333
6896,GCAM_SSP3,foresight_v1,Southeast Asia,Fuel,hydro,2020,Electricity Generation by Fuel (TWh),elecByTechTWh,118.7527778
6897,GCAM_SSP3,foresight_v1,Southeast Asia,Fuel,hydro,2025,Electricity Generation by Fuel (TWh),elecByTechTWh,123.1822222
6898,GCAM_SSP3,foresight_v1,Southeast Asia,Fuel,hydro,2030,Electricity Generation by Fuel (TWh),elecByTechTWh,127.6116667
6899,GCAM_SSP3,foresight_v1,Southeast Asia,Fuel,hydro,2035,Electricity Generation by Fuel (TWh),elecByTechTWh,132.0408333
6900,GCAM_SSP3,foresight_v1,Southeast Asia,Fuel,hydro,2040,Electricity Generation by Fuel (TWh),elecByTechTWh,136.4702778
6901,GCAM_SSP3,foresight_v1,Southeast Asia,Fuel,hydro,2045,Electricity Generation by Fuel (TWh),elecByTechTWh,140.8997222
6902,GCAM_SSP3,foresight_v1,Southeast Asia,Fuel,hydro,2050,Electricity Generation by Fuel (TWh),elecByTechTWh,145.3291667
6903,GCAM_SSP3,foresight_v1,Southeast Asia,Fuel,nuclear,2020,Electricity Generation by Fuel (TWh),elecByTechTWh,3.254108056
6904,GCAM_SSP3,foresight_v1,Southeast Asia,Fuel,nuclear,2025,Electricity Generation by Fuel (TWh),elecByTechTWh,7.913718056
6905,GCAM_SSP3,foresight_v1,Southeast Asia,Fuel,nuclear,2030,Electricity Generation by Fuel (TWh),elecByTechTWh,14.55453944
6906,GCAM_SSP3,foresight_v1,Southeast Asia,Fuel,nuclear,2035,Electricity Generation by Fuel (TWh),elecByTechTWh,22.87969194
6907,GCAM_SSP3,foresight_v1,Southeast Asia,Fuel,nuclear,2040,Electricity Generation by Fuel (TWh),elecByTechTWh,32.87271944
6908,GCAM_SSP3,foresight_v1,Southeast Asia,Fuel,nuclear,2045,Electricity Generation by Fuel (TWh),elecByTechTWh,44.01520278
6909,GCAM_SSP3,foresight_v1,Southeast Asia,Fuel,nuclear,2050,Electricity Generation by Fuel (TWh),elecByTechTWh,56.348755
6910,GCAM_SSP3,foresight_v1,Southeast Asia,Fuel,refined liquids,1990,Electricity Generation by Fuel (TWh),elecByTechTWh,53.24203833
6911,GCAM_SSP3,foresight_v1,Southeast Asia,Fuel,refined liquids,2005,Electricity Generation by Fuel (TWh),elecByTechTWh,32.38697528
6912,GCAM_SSP3,foresight_v1,Southeast Asia,Fuel,refined liquids,2010,Electricity Generation by Fuel (TWh),elecByTechTWh,28.431725
6913,GCAM_SSP3,foresight_v1,Southeast Asia,Fuel,refined liquids,2015,Electricity Generation by Fuel (TWh),elecByTechTWh,13.49285194
6914,GCAM_SSP3,foresight_v1,Southeast Asia,Fuel,refined liquids,2020,Electricity Generation by Fuel (TWh),elecByTechTWh,12.33757964
6915,GCAM_SSP3,foresight_v1,Southeast Asia,Fuel,refined liquids,2025,Electricity Generation by Fuel (TWh),elecByTechTWh,14.37867389
6916,GCAM_SSP3,foresight_v1,Southeast Asia,Fuel,refined liquids,2030,Electricity Generation by Fuel (TWh),elecByTechTWh,16.91648
6917,GCAM_SSP3,foresight_v1,Southeast Asia,Fuel,refined liquids,2035,Electricity Generation by Fuel (TWh),elecByTechTWh,20.462885
6918,GCAM_SSP3,foresight_v1,Southeast Asia,Fuel,refined liquids,2040,Electricity Generation by Fuel (TWh),elecByTechTWh,24.96177389
6919,GCAM_SSP3,foresight_v1,Southeast Asia,Fuel,refined liquids,2045,Electricity Generation by Fuel (TWh),elecByTechTWh,29.47684558
6920,GCAM_SSP3,foresight_v1,Southeast Asia,Fuel,refined liquids,2050,Electricity Generation by Fuel (TWh),elecByTechTWh,35.45783142
6921,GCAM_SSP3,foresight_v1,Southeast Asia,Fuel,solar,2005,Electricity Generation by Fuel (TWh),elecByTechTWh,0.073830556
6922,GCAM_SSP3,foresight_v1,Southeast Asia,Fuel,solar,2010,Electricity Generation by Fuel (TWh),elecByTechTWh,0.101830278
6923,GCAM_SSP3,foresight_v1,Southeast Asia,Fuel,solar,2015,Electricity Generation by Fuel (TWh),elecByTechTWh,2.877916667
6924,GCAM_SSP3,foresight_v1,Southeast Asia,Fuel,solar,2020,Electricity Generation by Fuel (TWh),elecByTechTWh,20.41073624
6925,GCAM_SSP3,foresight_v1,Southeast Asia,Fuel,solar,2025,Electricity Generation by Fuel (TWh),elecByTechTWh,43.16875911
6926,GCAM_SSP3,foresight_v1,Southeast Asia,Fuel,solar,2030,Electricity Generation by Fuel (TWh),elecByTechTWh,71.01347978
6927,GCAM_SSP3,foresight_v1,Southeast Asia,Fuel,solar,2035,Electricity Generation by Fuel (TWh),elecByTechTWh,103.3850012
6928,GCAM_SSP3,foresight_v1,Southeast Asia,Fuel,solar,2040,Electricity Generation by Fuel (TWh),elecByTechTWh,140.6222983
6929,GCAM_SSP3,foresight_v1,Southeast Asia,Fuel,solar,2045,Electricity Generation by Fuel (TWh),elecByTechTWh,177.6350831
6930,GCAM_SSP3,foresight_v1,Southeast Asia,Fuel,solar,2050,Electricity Generation by Fuel (TWh),elecByTechTWh,208.2612679
6931,GCAM_SSP3,foresight_v1,Southeast Asia,Fuel,wind,2005,Electricity Generation by Fuel (TWh),elecByTechTWh,0.023526861
6932,GCAM_SSP3,foresight_v1,Southeast Asia,Fuel,wind,2010,Electricity Generation by Fuel (TWh),elecByTechTWh,0.132246111
6933,GCAM_SSP3,foresight_v1,Southeast Asia,Fuel,wind,2015,Electricity Generation by Fuel (TWh),elecByTechTWh,1.225616667
6934,GCAM_SSP3,foresight_v1,Southeast Asia,Fuel,wind,2020,Electricity Generation by Fuel (TWh),elecByTechTWh,10.57743122
6935,GCAM_SSP3,foresight_v1,Southeast Asia,Fuel,wind,2025,Electricity Generation by Fuel (TWh),elecByTechTWh,25.58329783
6936,GCAM_SSP3,foresight_v1,Southeast Asia,Fuel,wind,2030,Electricity Generation by Fuel (TWh),elecByTechTWh,47.71738311
6937,GCAM_SSP3,foresight_v1,Southeast Asia,Fuel,wind,2035,Electricity Generation by Fuel (TWh),elecByTechTWh,75.54506144
6938,GCAM_SSP3,foresight_v1,Southeast Asia,Fuel,wind,2040,Electricity Generation by Fuel (TWh),elecByTechTWh,109.7519962
6939,GCAM_SSP3,foresight_v1,Southeast Asia,Fuel,wind,2045,Electricity Generation by Fuel (TWh),elecByTechTWh,146.8936053
6940,GCAM_SSP3,foresight_v1,Southeast Asia,Fuel,wind,2050,Electricity Generation by Fuel (TWh),elecByTechTWh,180.0971197
6963,GCAM_SSP3,foresight_v1,Taiwan,Fuel,biomass,2005,Electricity Generation by Fuel (TWh),elecByTechTWh,3.286435556
6964,GCAM_SSP3,foresight_v1,Taiwan,Fuel,biomass,2010,Electricity Generation by Fuel (TWh),elecByTechTWh,3.652006111
6965,GCAM_SSP3,foresight_v1,Taiwan,Fuel,biomass,2015,Electricity Generation by Fuel (TWh),elecByTechTWh,3.766939444
6966,GCAM_SSP3,foresight_v1,Taiwan,Fuel,biomass,2020,Electricity Generation by Fuel (TWh),elecByTechTWh,3.046841806
6967,GCAM_SSP3,foresight_v1,Taiwan,Fuel,biomass,2025,Electricity Generation by Fuel (TWh),elecByTechTWh,3.878435722
6968,GCAM_SSP3,foresight_v1,Taiwan,Fuel,biomass,2030,Electricity Generation by Fuel (TWh),elecByTechTWh,4.479174972
6969,GCAM_SSP3,foresight_v1,Taiwan,Fuel,biomass,2035,Electricity Generation by Fuel (TWh),elecByTechTWh,5.402122944
6970,GCAM_SSP3,foresight_v1,Taiwan,Fuel,biomass,2040,Electricity Generation by Fuel (TWh),elecByTechTWh,6.10956025
6971,GCAM_SSP3,foresight_v1,Taiwan,Fuel,biomass,2045,Electricity Generation by Fuel (TWh),elecByTechTWh,5.794329167
6972,GCAM_SSP3,foresight_v1,Taiwan,Fuel,biomass,2050,Electricity Generation by Fuel (TWh),elecByTechTWh,4.925739928
6973,GCAM_SSP3,foresight_v1,Taiwan,Fuel,coal,1990,Electricity Generation by Fuel (TWh),elecByTechTWh,21.68331944
6974,GCAM_SSP3,foresight_v1,Taiwan,Fuel,coal,2005,Electricity Generation by Fuel (TWh),elecByTechTWh,92.55636111
6975,GCAM_SSP3,foresight_v1,Taiwan,Fuel,coal,2010,Electricity Generation by Fuel (TWh),elecByTechTWh,94.65722222
6976,GCAM_SSP3,foresight_v1,Taiwan,Fuel,coal,2015,Electricity Generation by Fuel (TWh),elecByTechTWh,88.56358333
6977,GCAM_SSP3,foresight_v1,Taiwan,Fuel,coal,2020,Electricity Generation by Fuel (TWh),elecByTechTWh,111.7246944
6978,GCAM_SSP3,foresight_v1,Taiwan,Fuel,coal,2025,Electricity Generation by Fuel (TWh),elecByTechTWh,118.8774214
6979,GCAM_SSP3,foresight_v1,Taiwan,Fuel,coal,2030,Electricity Generation by Fuel (TWh),elecByTechTWh,123.9656011
6980,GCAM_SSP3,foresight_v1,Taiwan,Fuel,coal,2035,Electricity Generation by Fuel (TWh),elecByTechTWh,130.3048236
6981,GCAM_SSP3,foresight_v1,Taiwan,Fuel,coal,2040,Electricity Generation by Fuel (TWh),elecByTechTWh,136.0904306
6982,GCAM_SSP3,foresight_v1,Taiwan,Fuel,coal,2045,Electricity Generation by Fuel (TWh),elecByTechTWh,138.6936358
6983,GCAM_SSP3,foresight_v1,Taiwan,Fuel,coal,2050,Electricity Generation by Fuel (TWh),elecByTechTWh,138.7435581
6984,GCAM_SSP3,foresight_v1,Taiwan,Fuel,gas,1990,Electricity Generation by Fuel (TWh),elecByTechTWh,1.035015556
6985,GCAM_SSP3,foresight_v1,Taiwan,Fuel,gas,2005,Electricity Generation by Fuel (TWh),elecByTechTWh,36.17879583
6986,GCAM_SSP3,foresight_v1,Taiwan,Fuel,gas,2010,Electricity Generation by Fuel (TWh),elecByTechTWh,56.84106389
6987,GCAM_SSP3,foresight_v1,Taiwan,Fuel,gas,2015,Electricity Generation by Fuel (TWh),elecByTechTWh,75.72524167
6988,GCAM_SSP3,foresight_v1,Taiwan,Fuel,gas,2020,Electricity Generation by Fuel (TWh),elecByTechTWh,90.23779722
6989,GCAM_SSP3,foresight_v1,Taiwan,Fuel,gas,2025,Electricity Generation by Fuel (TWh),elecByTechTWh,95.17642858
6990,GCAM_SSP3,foresight_v1,Taiwan,Fuel,gas,2030,Electricity Generation by Fuel (TWh),elecByTechTWh,98.9321295
6991,GCAM_SSP3,foresight_v1,Taiwan,Fuel,gas,2035,Electricity Generation by Fuel (TWh),elecByTechTWh,104.6771428
6992,GCAM_SSP3,foresight_v1,Taiwan,Fuel,gas,2040,Electricity Generation by Fuel (TWh),elecByTechTWh,110.5684744
6993,GCAM_SSP3,foresight_v1,Taiwan,Fuel,gas,2045,Electricity Generation by Fuel (TWh),elecByTechTWh,114.9319003
6994,GCAM_SSP3,foresight_v1,Taiwan,Fuel,gas,2050,Electricity Generation by Fuel (TWh),elecByTechTWh,117.4038024
6995,GCAM_SSP3,foresight_v1,Taiwan,Fuel,geothermal,1990,Electricity Generation by Fuel (TWh),elecByTechTWh,0.003000044
6996,GCAM_SSP3,foresight_v1,Taiwan,Fuel,geothermal,2020,Electricity Generation by Fuel (TWh),elecByTechTWh,0.546500833
6997,GCAM_SSP3,foresight_v1,Taiwan,Fuel,geothermal,2025,Electricity Generation by Fuel (TWh),elecByTechTWh,0.793949444
6998,GCAM_SSP3,foresight_v1,Taiwan,Fuel,geothermal,2030,Electricity Generation by Fuel (TWh),elecByTechTWh,0.862330556
6999,GCAM_SSP3,foresight_v1,Taiwan,Fuel,geothermal,2035,Electricity Generation by Fuel (TWh),elecByTechTWh,0.862318889
7000,GCAM_SSP3,foresight_v1,Taiwan,Fuel,geothermal,2040,Electricity Generation by Fuel (TWh),elecByTechTWh,0.862225389
7001,GCAM_SSP3,foresight_v1,Taiwan,Fuel,geothermal,2045,Electricity Generation by Fuel (TWh),elecByTechTWh,0.862263333
7002,GCAM_SSP3,foresight_v1,Taiwan,Fuel,geothermal,2050,Electricity Generation by Fuel (TWh),elecByTechTWh,0.861994556
7003,GCAM_SSP3,foresight_v1,Taiwan,Fuel,hydro,1990,Electricity Generation by Fuel (TWh),elecByTechTWh,6.381
7004,GCAM_SSP3,foresight_v1,Taiwan,Fuel,hydro,2005,Electricity Generation by Fuel (TWh),elecByTechTWh,3.986
7005,GCAM_SSP3,foresight_v1,Taiwan,Fuel,hydro,2010,Electricity Generation by Fuel (TWh),elecByTechTWh,4.194
7006,GCAM_SSP3,foresight_v1,Taiwan,Fuel,hydro,2015,Electricity Generation by Fuel (TWh),elecByTechTWh,4.47
7007,GCAM_SSP3,foresight_v1,Taiwan,Fuel,hydro,2020,Electricity Generation by Fuel (TWh),elecByTechTWh,4.681305556
7008,GCAM_SSP3,foresight_v1,Taiwan,Fuel,hydro,2025,Electricity Generation by Fuel (TWh),elecByTechTWh,4.892611111
7009,GCAM_SSP3,foresight_v1,Taiwan,Fuel,hydro,2030,Electricity Generation by Fuel (TWh),elecByTechTWh,5.103916667
7010,GCAM_SSP3,foresight_v1,Taiwan,Fuel,hydro,2035,Electricity Generation by Fuel (TWh),elecByTechTWh,5.315222222
7011,GCAM_SSP3,foresight_v1,Taiwan,Fuel,hydro,2040,Electricity Generation by Fuel (TWh),elecByTechTWh,5.526527778
7012,GCAM_SSP3,foresight_v1,Taiwan,Fuel,hydro,2045,Electricity Generation by Fuel (TWh),elecByTechTWh,5.737833333
7013,GCAM_SSP3,foresight_v1,Taiwan,Fuel,hydro,2050,Electricity Generation by Fuel (TWh),elecByTechTWh,5.949138889
7014,GCAM_SSP3,foresight_v1,Taiwan,Fuel,nuclear,1990,Electricity Generation by Fuel (TWh),elecByTechTWh,32.86638611
7015,GCAM_SSP3,foresight_v1,Taiwan,Fuel,nuclear,2005,Electricity Generation by Fuel (TWh),elecByTechTWh,39.97720833
7016,GCAM_SSP3,foresight_v1,Taiwan,Fuel,nuclear,2010,Electricity Generation by Fuel (TWh),elecByTechTWh,41.62894722
7017,GCAM_SSP3,foresight_v1,Taiwan,Fuel,nuclear,2015,Electricity Generation by Fuel (TWh),elecByTechTWh,36.43159167
7018,GCAM_SSP3,foresight_v1,Taiwan,Fuel,nuclear,2020,Electricity Generation by Fuel (TWh),elecByTechTWh,34.30973028
7019,GCAM_SSP3,foresight_v1,Taiwan,Fuel,nuclear,2025,Electricity Generation by Fuel (TWh),elecByTechTWh,33.21657492
7020,GCAM_SSP3,foresight_v1,Taiwan,Fuel,nuclear,2030,Electricity Generation by Fuel (TWh),elecByTechTWh,31.58786767
7021,GCAM_SSP3,foresight_v1,Taiwan,Fuel,nuclear,2035,Electricity Generation by Fuel (TWh),elecByTechTWh,29.54729656
7022,GCAM_SSP3,foresight_v1,Taiwan,Fuel,nuclear,2040,Electricity Generation by Fuel (TWh),elecByTechTWh,26.93398906
7023,GCAM_SSP3,foresight_v1,Taiwan,Fuel,nuclear,2045,Electricity Generation by Fuel (TWh),elecByTechTWh,23.74115042
7024,GCAM_SSP3,foresight_v1,Taiwan,Fuel,nuclear,2050,Electricity Generation by Fuel (TWh),elecByTechTWh,20.37729319
7025,GCAM_SSP3,foresight_v1,Taiwan,Fuel,refined liquids,1990,Electricity Generation by Fuel (TWh),elecByTechTWh,21.68730833
7026,GCAM_SSP3,foresight_v1,Taiwan,Fuel,refined liquids,2005,Electricity Generation by Fuel (TWh),elecByTechTWh,10.98745278
