"","scenario","subRegion","param","aggregate","class","x","value"
"4968","GCAM_SSP2","South America_Southern","elecByTechTWh","sum","refined liquids",2050,65.6323425000005
"4969","GCAM_SSP2","South America_Southern","elecByTechTWh","sum","solar",2010,0.00300013888888891
"4970","GCAM_SSP2","South America_Southern","elecByTechTWh","sum","solar",2015,1.58701944444446
"4971","GCAM_SSP2","South America_Southern","elecByTechTWh","sum","solar",2020,3.00067544861114
"4972","GCAM_SSP2","South America_Southern","elecByTechTWh","sum","solar",2025,4.65750527644559
"4973","GCAM_SSP2","South America_Southern","elecByTechTWh","sum","solar",2030,6.92511474144228
"4974","GCAM_SSP2","South America_Southern","elecByTechTWh","sum","solar",2035,9.64344153525647
"4975","GCAM_SSP2","South America_Southern","elecByTechTWh","sum","solar",2040,13.0431418555509
"4976","GCAM_SSP2","South America_Southern","elecByTechTWh","sum","solar",2045,15.6233640468871
"4977","GCAM_SSP2","South America_Southern","elecByTechTWh","sum","solar",2050,18.8124635192593
"4978","GCAM_SSP2","South America_Southern","elecByTechTWh","sum","wind",2005,0.00800027777777784
"4979","GCAM_SSP2","South America_Southern","elecByTechTWh","sum","wind",2010,0.40401666666667
"4980","GCAM_SSP2","South America_Southern","elecByTechTWh","sum","wind",2015,4.88605555555559
"4981","GCAM_SSP2","South America_Southern","elecByTechTWh","sum","wind",2020,8.62259130555563
"4982","GCAM_SSP2","South America_Southern","elecByTechTWh","sum","wind",2025,12.3823477222223
"4983","GCAM_SSP2","South America_Southern","elecByTechTWh","sum","wind",2030,17.3581910555557
"4984","GCAM_SSP2","South America_Southern","elecByTechTWh","sum","wind",2035,23.0154135555557
"4985","GCAM_SSP2","South America_Southern","elecByTechTWh","sum","wind",2040,29.2222235555558
"4986","GCAM_SSP2","South America_Southern","elecByTechTWh","sum","wind",2045,32.5167746666669
"4987","GCAM_SSP2","South America_Southern","elecByTechTWh","sum","wind",2050,36.6280403055558
"4988","GCAM_SSP2","South America_Southern","pop","sum","class1",1975,43.634
"4989","GCAM_SSP2","South America_Southern","pop","sum","class1",1990,59.775
"4990","GCAM_SSP2","South America_Southern","pop","sum","class1",2005,76.253
"4991","GCAM_SSP2","South America_Southern","pop","sum","class1",2010,80.757
"4992","GCAM_SSP2","South America_Southern","pop","sum","class1",2015,85.623
"4993","GCAM_SSP2","South America_Southern","pop","sum","class1",2020,89.585
"4994","GCAM_SSP2","South America_Southern","pop","sum","class1",2025,93.15
"4995","GCAM_SSP2","South America_Southern","pop","sum","class1",2030,96.224
"4996","GCAM_SSP2","South America_Southern","pop","sum","class1",2035,98.742
"4997","GCAM_SSP2","South America_Southern","pop","sum","class1",2040,100.722
"4998","GCAM_SSP2","South America_Southern","pop","sum","class1",2045,102.136
"4999","GCAM_SSP2","South America_Southern","pop","sum","class1",2050,102.982
"5000","GCAM_SSP2","South America_Southern","pop","sum","class1",2055,103.289
"5001","GCAM_SSP2","South America_Southern","pop","sum","class1",2060,103.109
"5002","GCAM_SSP2","South America_Southern","pop","sum","class1",2065,102.643
"5003","GCAM_SSP2","South America_Southern","pop","sum","class1",2070,101.937
"5004","GCAM_SSP2","South America_Southern","pop","sum","class1",2075,100.995
"5005","GCAM_SSP2","South America_Southern","pop","sum","class1",2080,99.817
"5006","GCAM_SSP2","South America_Southern","pop","sum","class1",2085,98.433
"5007","GCAM_SSP2","South America_Southern","pop","sum","class1",2090,96.9
"5008","GCAM_SSP2","South America_Southern","pop","sum","class1",2095,95.294
"5009","GCAM_SSP2","South America_Southern","pop","sum","class1",2100,93.65
"5010","GCAM_SSP2","South America_Southern","watWithdrawBySec","sum","agriculture",1975,12.1034420294785
"5011","GCAM_SSP2","South America_Southern","watWithdrawBySec","sum","agriculture",1990,15.91481531292
"5012","GCAM_SSP2","South America_Southern","watWithdrawBySec","sum","agriculture",2005,24.36450536549
"5013","GCAM_SSP2","South America_Southern","watWithdrawBySec","sum","agriculture",2010,27.43559556483
"5014","GCAM_SSP2","South America_Southern","watWithdrawBySec","sum","agriculture",2015,30.37507559431
"5015","GCAM_SSP2","South America_Southern","watWithdrawBySec","sum","agriculture",2020,32.70325304984
"5016","GCAM_SSP2","South America_Southern","watWithdrawBySec","sum","agriculture",2025,35.26677333675
"5017","GCAM_SSP2","South America_Southern","watWithdrawBySec","sum","agriculture",2030,37.66199360081
"5018","GCAM_SSP2","South America_Southern","watWithdrawBySec","sum","agriculture",2035,39.49005393644
"5019","GCAM_SSP2","South America_Southern","watWithdrawBySec","sum","agriculture",2040,41.03656420106
"5020","GCAM_SSP2","South America_Southern","watWithdrawBySec","sum","agriculture",2045,42.5074144629
"5021","GCAM_SSP2","South America_Southern","watWithdrawBySec","sum","agriculture",2050,43.709564686
"5022","GCAM_SSP2","South America_Southern","watWithdrawBySec","sum","desalination",2020,6.20808025e-06
"5023","GCAM_SSP2","South America_Southern","watWithdrawBySec","sum","desalination",2025,1.4073889018e-05
"5024","GCAM_SSP2","South America_Southern","watWithdrawBySec","sum","desalination",2030,2.8686342068e-05
"5025","GCAM_SSP2","South America_Southern","watWithdrawBySec","sum","desalination",2035,5.8432290819e-05
"5026","GCAM_SSP2","South America_Southern","watWithdrawBySec","sum","desalination",2040,0.0001151827395
"5027","GCAM_SSP2","South America_Southern","watWithdrawBySec","sum","desalination",2045,0.000216722633883
"5028","GCAM_SSP2","South America_Southern","watWithdrawBySec","sum","desalination",2050,0.000371939573168
"5029","GCAM_SSP2","South America_Southern","watWithdrawBySec","sum","electricity",1990,0.330798819
"5030","GCAM_SSP2","South America_Southern","watWithdrawBySec","sum","electricity",2005,0.73373729
"5031","GCAM_SSP2","South America_Southern","watWithdrawBySec","sum","electricity",2010,1.4775457
"5032","GCAM_SSP2","South America_Southern","watWithdrawBySec","sum","electricity",2015,1.68543855
"5033","GCAM_SSP2","South America_Southern","watWithdrawBySec","sum","electricity",2020,1.87740727
"5034","GCAM_SSP2","South America_Southern","watWithdrawBySec","sum","electricity",2025,2.173
"5035","GCAM_SSP2","South America_Southern","watWithdrawBySec","sum","electricity",2030,2.49585053
"5036","GCAM_SSP2","South America_Southern","watWithdrawBySec","sum","electricity",2035,2.75380186
"5037","GCAM_SSP2","South America_Southern","watWithdrawBySec","sum","electricity",2040,2.97354276
"5038","GCAM_SSP2","South America_Southern","watWithdrawBySec","sum","electricity",2045,3.17650442
"5039","GCAM_SSP2","South America_Southern","watWithdrawBySec","sum","electricity",2050,3.30221573
"5040","GCAM_SSP2","South America_Southern","watWithdrawBySec","sum","industry",1975,0.41477728
"5041","GCAM_SSP2","South America_Southern","watWithdrawBySec","sum","industry",1990,0.87804801
"5042","GCAM_SSP2","South America_Southern","watWithdrawBySec","sum","industry",2005,2.2738006
"5043","GCAM_SSP2","South America_Southern","watWithdrawBySec","sum","industry",2010,2.80191965
"5044","GCAM_SSP2","South America_Southern","watWithdrawBySec","sum","industry",2015,3.40485939
"5045","GCAM_SSP2","South America_Southern","watWithdrawBySec","sum","industry",2020,4.1204407
"5046","GCAM_SSP2","South America_Southern","watWithdrawBySec","sum","industry",2025,4.8522704
"5047","GCAM_SSP2","South America_Southern","watWithdrawBySec","sum","industry",2030,5.5597825
"5048","GCAM_SSP2","South America_Southern","watWithdrawBySec","sum","industry",2035,6.2252575
"5049","GCAM_SSP2","South America_Southern","watWithdrawBySec","sum","industry",2040,6.8559082
"5050","GCAM_SSP2","South America_Southern","watWithdrawBySec","sum","industry",2045,7.4498085
"5051","GCAM_SSP2","South America_Southern","watWithdrawBySec","sum","industry",2050,7.987544
"5052","GCAM_SSP2","South America_Southern","watWithdrawBySec","sum","livestock",1975,0.0141811574
"5053","GCAM_SSP2","South America_Southern","watWithdrawBySec","sum","livestock",1990,0.69381883
"5054","GCAM_SSP2","South America_Southern","watWithdrawBySec","sum","livestock",2005,1.0640168
"5055","GCAM_SSP2","South America_Southern","watWithdrawBySec","sum","livestock",2010,1.15320744
"5056","GCAM_SSP2","South America_Southern","watWithdrawBySec","sum","livestock",2015,1.17299222
"5057","GCAM_SSP2","South America_Southern","watWithdrawBySec","sum","livestock",2020,1.29049063
"5058","GCAM_SSP2","South America_Southern","watWithdrawBySec","sum","livestock",2025,1.38742823
"5059","GCAM_SSP2","South America_Southern","watWithdrawBySec","sum","livestock",2030,1.49546945
"5060","GCAM_SSP2","South America_Southern","watWithdrawBySec","sum","livestock",2035,1.59678799
"5061","GCAM_SSP2","South America_Southern","watWithdrawBySec","sum","livestock",2040,1.69103611
"5062","GCAM_SSP2","South America_Southern","watWithdrawBySec","sum","livestock",2045,1.77271831
"5063","GCAM_SSP2","South America_Southern","watWithdrawBySec","sum","livestock",2050,1.82565032
"5064","GCAM_SSP2","South America_Southern","watWithdrawBySec","sum","mining",1975,0.041697739
"5065","GCAM_SSP2","South America_Southern","watWithdrawBySec","sum","mining",1990,0.131236808
"5066","GCAM_SSP2","South America_Southern","watWithdrawBySec","sum","mining",2005,0.202635411
"5067","GCAM_SSP2","South America_Southern","watWithdrawBySec","sum","mining",2010,0.273296733
"5068","GCAM_SSP2","South America_Southern","watWithdrawBySec","sum","mining",2015,0.289520815
"5069","GCAM_SSP2","South America_Southern","watWithdrawBySec","sum","mining",2020,0.312497281
"5070","GCAM_SSP2","South America_Southern","watWithdrawBySec","sum","mining",2025,0.350810311
"5071","GCAM_SSP2","South America_Southern","watWithdrawBySec","sum","mining",2030,0.381593065
"5072","GCAM_SSP2","South America_Southern","watWithdrawBySec","sum","mining",2035,0.40456405
"5073","GCAM_SSP2","South America_Southern","watWithdrawBySec","sum","mining",2040,0.41624286
"5074","GCAM_SSP2","South America_Southern","watWithdrawBySec","sum","mining",2045,0.42032363
"5075","GCAM_SSP2","South America_Southern","watWithdrawBySec","sum","mining",2050,0.41902844
"5076","GCAM_SSP2","South America_Southern","watWithdrawBySec","sum","municipal",1975,2.84669915
"5077","GCAM_SSP2","South America_Southern","watWithdrawBySec","sum","municipal",1990,3.6094978
"5078","GCAM_SSP2","South America_Southern","watWithdrawBySec","sum","municipal",2005,4.559302
"5079","GCAM_SSP2","South America_Southern","watWithdrawBySec","sum","municipal",2010,5.2858059
"5080","GCAM_SSP2","South America_Southern","watWithdrawBySec","sum","municipal",2015,6.6586018
"5081","GCAM_SSP2","South America_Southern","watWithdrawBySec","sum","municipal",2020,7.1980354
"5082","GCAM_SSP2","South America_Southern","watWithdrawBySec","sum","municipal",2025,7.7415716
"5083","GCAM_SSP2","South America_Southern","watWithdrawBySec","sum","municipal",2030,8.2148298
"5084","GCAM_SSP2","South America_Southern","watWithdrawBySec","sum","municipal",2035,8.6131434
"5085","GCAM_SSP2","South America_Southern","watWithdrawBySec","sum","municipal",2040,8.9633412
"5086","GCAM_SSP2","South America_Southern","watWithdrawBySec","sum","municipal",2045,9.2610629
"5087","GCAM_SSP2","South America_Southern","watWithdrawBySec","sum","municipal",2050,9.5011414
"5088","GCAM_SSP2","South Asia","elecByTechTWh","sum","biomass",1990,0.015380638888889
"5089","GCAM_SSP2","South Asia","elecByTechTWh","sum","biomass",2005,0.00400000000000003
"5090","GCAM_SSP2","South Asia","elecByTechTWh","sum","biomass",2010,0.0330000000000003
"5091","GCAM_SSP2","South Asia","elecByTechTWh","sum","biomass",2015,0.0602549944444449
"5092","GCAM_SSP2","South Asia","elecByTechTWh","sum","biomass",2020,0.826442136111118
"5093","GCAM_SSP2","South Asia","elecByTechTWh","sum","biomass",2025,1.79072835166668
"5094","GCAM_SSP2","South Asia","elecByTechTWh","sum","biomass",2030,3.32222467861114
"5095","GCAM_SSP2","South Asia","elecByTechTWh","sum","biomass",2035,5.35806658777782
"5096","GCAM_SSP2","South Asia","elecByTechTWh","sum","biomass",2040,7.93239893250006
"5097","GCAM_SSP2","South Asia","elecByTechTWh","sum","biomass",2045,10.9605847477779
"5098","GCAM_SSP2","South Asia","elecByTechTWh","sum","biomass",2050,14.6777301219168
"5099","GCAM_SSP2","South Asia","elecByTechTWh","sum","coal",2005,0.394898111111114
"5100","GCAM_SSP2","South Asia","elecByTechTWh","sum","coal",2010,0.965271666666674
"5101","GCAM_SSP2","South Asia","elecByTechTWh","sum","coal",2015,7.73343194444451
"5102","GCAM_SSP2","South Asia","elecByTechTWh","sum","coal",2020,18.3456677777779
"5103","GCAM_SSP2","South Asia","elecByTechTWh","sum","coal",2025,26.3096159166669
"5104","GCAM_SSP2","South Asia","elecByTechTWh","sum","coal",2030,34.266276027778
"5105","GCAM_SSP2","South Asia","elecByTechTWh","sum","coal",2035,42.1184632222226
"5106","GCAM_SSP2","South Asia","elecByTechTWh","sum","coal",2040,50.471743305556
"5107","GCAM_SSP2","South Asia","elecByTechTWh","sum","coal",2045,59.0639604166671
"5108","GCAM_SSP2","South Asia","elecByTechTWh","sum","coal",2050,68.170749194445
"5109","GCAM_SSP2","South Asia","elecByTechTWh","sum","gas",1990,6.51501555555561
"5110","GCAM_SSP2","South Asia","elecByTechTWh","sum","gas",2005,24.3169166666669
"5111","GCAM_SSP2","South Asia","elecByTechTWh","sum","gas",2010,38.507416666667
"5112","GCAM_SSP2","South Asia","elecByTechTWh","sum","gas",2015,47.9729444444448
"5113","GCAM_SSP2","South Asia","elecByTechTWh","sum","gas",2020,96.5629325000008
"5114","GCAM_SSP2","South Asia","elecByTechTWh","sum","gas",2025,138.134855555557
"5115","GCAM_SSP2","South Asia","elecByTechTWh","sum","gas",2030,188.547096111113
"5116","GCAM_SSP2","South Asia","elecByTechTWh","sum","gas",2035,243.018748055557
"5117","GCAM_SSP2","South Asia","elecByTechTWh","sum","gas",2040,302.511715833336
"5118","GCAM_SSP2","South Asia","elecByTechTWh","sum","gas",2045,365.012921111114
"5119","GCAM_SSP2","South Asia","elecByTechTWh","sum","gas",2050,424.304422500003
"5120","GCAM_SSP2","South Asia","elecByTechTWh","sum","geothermal",2020,3.1992027777778
"5121","GCAM_SSP2","South Asia","elecByTechTWh","sum","geothermal",2025,7.0328444444445
"5122","GCAM_SSP2","South Asia","elecByTechTWh","sum","geothermal",2030,11.3717166666668
"5123","GCAM_SSP2","South Asia","elecByTechTWh","sum","geothermal",2035,15.6743027777779
"5124","GCAM_SSP2","South Asia","elecByTechTWh","sum","geothermal",2040,19.8308805555557
"5125","GCAM_SSP2","South Asia","elecByTechTWh","sum","geothermal",2045,23.364502777778
"5126","GCAM_SSP2","South Asia","elecByTechTWh","sum","geothermal",2050,24.6825000000002
"5127","GCAM_SSP2","South Asia","elecByTechTWh","sum","hydro",1990,7.3414444444445
"5128","GCAM_SSP2","South Asia","elecByTechTWh","sum","hydro",2005,12.1476111111112
"5129","GCAM_SSP2","South Asia","elecByTechTWh","sum","hydro",2010,18.0053055555557
"5130","GCAM_SSP2","South Asia","elecByTechTWh","sum","hydro",2015,26.2270555555558
"5131","GCAM_SSP2","South Asia","elecByTechTWh","sum","hydro",2020,28.5036111111113
"5132","GCAM_SSP2","South Asia","elecByTechTWh","sum","hydro",2025,30.7805555555558
"5133","GCAM_SSP2","South Asia","elecByTechTWh","sum","hydro",2030,33.0572222222225
"5134","GCAM_SSP2","South Asia","elecByTechTWh","sum","hydro",2035,35.3338888888892
"5135","GCAM_SSP2","South Asia","elecByTechTWh","sum","hydro",2040,37.6105555555559
"5136","GCAM_SSP2","South Asia","elecByTechTWh","sum","hydro",2045,39.8872222222225
"5137","GCAM_SSP2","South Asia","elecByTechTWh","sum","hydro",2050,42.1638888888892
"5138","GCAM_SSP2","South Asia","elecByTechTWh","sum","nuclear",2020,1.99095027777779
"5139","GCAM_SSP2","South Asia","elecByTechTWh","sum","nuclear",2025,5.18852111111115
"5140","GCAM_SSP2","South Asia","elecByTechTWh","sum","nuclear",2030,10.0781819444445
"5141","GCAM_SSP2","South Asia","elecByTechTWh","sum","nuclear",2035,16.544126388889
"5142","GCAM_SSP2","South Asia","elecByTechTWh","sum","nuclear",2040,24.4912205555557
"5143","GCAM_SSP2","South Asia","elecByTechTWh","sum","nuclear",2045,33.6429088888892
"5144","GCAM_SSP2","South Asia","elecByTechTWh","sum","nuclear",2050,44.1332836111115
"5145","GCAM_SSP2","South Asia","elecByTechTWh","sum","refined liquids",1990,2.35970055555557
"5146","GCAM_SSP2","South Asia","elecByTechTWh","sum","refined liquids",2005,11.7603055555557
"5147","GCAM_SSP2","South Asia","elecByTechTWh","sum","refined liquids",2010,10.3648305555556
"5148","GCAM_SSP2","South Asia","elecByTechTWh","sum","refined liquids",2015,16.0003333333335
"5149","GCAM_SSP2","South Asia","elecByTechTWh","sum","refined liquids",2020,19.9559905555557
"5150","GCAM_SSP2","South Asia","elecByTechTWh","sum","refined liquids",2025,21.5723872777779
"5151","GCAM_SSP2","South Asia","elecByTechTWh","sum","refined liquids",2030,24.2140231666669
"5152","GCAM_SSP2","South Asia","elecByTechTWh","sum","refined liquids",2035,26.8580663333335
"5153","GCAM_SSP2","South Asia","elecByTechTWh","sum","refined liquids",2040,30.0883842500002
"5154","GCAM_SSP2","South Asia","elecByTechTWh","sum","refined liquids",2045,33.0070391666669
"5155","GCAM_SSP2","South Asia","elecByTechTWh","sum","refined liquids",2050,37.5810378611114
"5156","GCAM_SSP2","South Asia","elecByTechTWh","sum","solar",2005,0.134972222222223
"5157","GCAM_SSP2","South Asia","elecByTechTWh","sum","solar",2010,0.146916666666668
"5158","GCAM_SSP2","South Asia","elecByTechTWh","sum","solar",2015,0.203333333333335
"5159","GCAM_SSP2","South Asia","elecByTechTWh","sum","solar",2020,1.82527815277779
"5160","GCAM_SSP2","South Asia","elecByTechTWh","sum","solar",2025,4.44977742382726
"5161","GCAM_SSP2","South Asia","elecByTechTWh","sum","solar",2030,8.52376275684118
"5162","GCAM_SSP2","South Asia","elecByTechTWh","sum","solar",2035,14.0972952756801
"5163","GCAM_SSP2","South Asia","elecByTechTWh","sum","solar",2040,21.8519720637357
"5164","GCAM_SSP2","South Asia","elecByTechTWh","sum","solar",2045,31.5718271417914
"5165","GCAM_SSP2","South Asia","elecByTechTWh","sum","solar",2050,42.6377129199026
"5166","GCAM_SSP2","South Asia","elecByTechTWh","sum","wind",2005,0.0132777777777779
"5167","GCAM_SSP2","South Asia","elecByTechTWh","sum","wind",2010,0.0891111111111118
"5168","GCAM_SSP2","South Asia","elecByTechTWh","sum","wind",2015,0.400526527777781
"5169","GCAM_SSP2","South Asia","elecByTechTWh","sum","wind",2020,4.4556089166667
"5170","GCAM_SSP2","South Asia","elecByTechTWh","sum","wind",2025,10.8736558611112
"5171","GCAM_SSP2","South Asia","elecByTechTWh","sum","wind",2030,20.9216136388891
"5172","GCAM_SSP2","South Asia","elecByTechTWh","sum","wind",2035,34.4117689166669
"5173","GCAM_SSP2","South Asia","elecByTechTWh","sum","wind",2040,52.3720710000004
"5174","GCAM_SSP2","South Asia","elecByTechTWh","sum","wind",2045,73.8734885000006
"5175","GCAM_SSP2","South Asia","elecByTechTWh","sum","wind",2050,95.9340500000008
"5176","GCAM_SSP2","South Asia","pop","sum","class1",1975,110.416
"5177","GCAM_SSP2","South Asia","pop","sum","class1",1990,152.569
"5178","GCAM_SSP2","South Asia","pop","sum","class1",2005,210.948
"5179","GCAM_SSP2","South Asia","pop","sum","class1",2010,225.087
"5180","GCAM_SSP2","South Asia","pop","sum","class1",2015,239.776
"5181","GCAM_SSP2","South Asia","pop","sum","class1",2020,256.461
"5182","GCAM_SSP2","South Asia","pop","sum","class1",2025,272.593
"5183","GCAM_SSP2","South Asia","pop","sum","class1",2030,287.632
"5184","GCAM_SSP2","South Asia","pop","sum","class1",2035,301.395
"5185","GCAM_SSP2","South Asia","pop","sum","class1",2040,313.72
"5186","GCAM_SSP2","South Asia","pop","sum","class1",2045,324.32
"5187","GCAM_SSP2","South Asia","pop","sum","class1",2050,333.066
"5188","GCAM_SSP2","South Asia","pop","sum","class1",2055,339.924
"5189","GCAM_SSP2","South Asia","pop","sum","class1",2060,344.844
"5190","GCAM_SSP2","South Asia","pop","sum","class1",2065,348.159
"5191","GCAM_SSP2","South Asia","pop","sum","class1",2070,350.061
"5192","GCAM_SSP2","South Asia","pop","sum","class1",2075,350.761
"5193","GCAM_SSP2","South Asia","pop","sum","class1",2080,350.355
"5194","GCAM_SSP2","South Asia","pop","sum","class1",2085,348.946
"5195","GCAM_SSP2","South Asia","pop","sum","class1",2090,346.676
"5196","GCAM_SSP2","South Asia","pop","sum","class1",2095,343.742
"5197","GCAM_SSP2","South Asia","pop","sum","class1",2100,340.319
"5198","GCAM_SSP2","South Asia","watWithdrawBySec","sum","agriculture",1975,33.996982
"5199","GCAM_SSP2","South Asia","watWithdrawBySec","sum","agriculture",1990,33.126596
"5200","GCAM_SSP2","South Asia","watWithdrawBySec","sum","agriculture",2005,44.395603
"5201","GCAM_SSP2","South Asia","watWithdrawBySec","sum","agriculture",2010,51.349819
"5202","GCAM_SSP2","South Asia","watWithdrawBySec","sum","agriculture",2015,54.888502
"5203","GCAM_SSP2","South Asia","watWithdrawBySec","sum","agriculture",2020,57.152724
"5204","GCAM_SSP2","South Asia","watWithdrawBySec","sum","agriculture",2025,59.338518
"5205","GCAM_SSP2","South Asia","watWithdrawBySec","sum","agriculture",2030,61.275103
"5206","GCAM_SSP2","South Asia","watWithdrawBySec","sum","agriculture",2035,62.93964
"5207","GCAM_SSP2","South Asia","watWithdrawBySec","sum","agriculture",2040,63.918521
"5208","GCAM_SSP2","South Asia","watWithdrawBySec","sum","agriculture",2045,64.864914
"5209","GCAM_SSP2","South Asia","watWithdrawBySec","sum","agriculture",2050,66.205054
"5210","GCAM_SSP2","South Asia","watWithdrawBySec","sum","desalination",2020,3.10933414e-07
"5211","GCAM_SSP2","South Asia","watWithdrawBySec","sum","desalination",2025,7.263819356e-06
"5212","GCAM_SSP2","South Asia","watWithdrawBySec","sum","desalination",2030,3.8273182712e-05
"5213","GCAM_SSP2","South Asia","watWithdrawBySec","sum","desalination",2035,0.00013126849055
"5214","GCAM_SSP2","South Asia","watWithdrawBySec","sum","desalination",2040,0.000424320327525
"5215","GCAM_SSP2","South Asia","watWithdrawBySec","sum","desalination",2045,0.001321829873307
"5216","GCAM_SSP2","South Asia","watWithdrawBySec","sum","desalination",2050,0.004933261968105
"5217","GCAM_SSP2","South Asia","watWithdrawBySec","sum","electricity",1990,0.087842247
"5218","GCAM_SSP2","South Asia","watWithdrawBySec","sum","electricity",2005,0.36155519
"5219","GCAM_SSP2","South Asia","watWithdrawBySec","sum","electricity",2010,0.5820001
"5220","GCAM_SSP2","South Asia","watWithdrawBySec","sum","electricity",2015,0.86861604
"5221","GCAM_SSP2","South Asia","watWithdrawBySec","sum","electricity",2020,1.31063427
"5222","GCAM_SSP2","South Asia","watWithdrawBySec","sum","electricity",2025,1.52960192
"5223","GCAM_SSP2","South Asia","watWithdrawBySec","sum","electricity",2030,1.73657489
"5224","GCAM_SSP2","South Asia","watWithdrawBySec","sum","electricity",2035,1.87871115
"5225","GCAM_SSP2","South Asia","watWithdrawBySec","sum","electricity",2040,1.970785
"5226","GCAM_SSP2","South Asia","watWithdrawBySec","sum","electricity",2045,2.03460871
"5227","GCAM_SSP2","South Asia","watWithdrawBySec","sum","electricity",2050,2.05442752
"5228","GCAM_SSP2","South Asia","watWithdrawBySec","sum","industry",1975,0.124789851
"5229","GCAM_SSP2","South Asia","watWithdrawBySec","sum","industry",1990,0.32501915
"5230","GCAM_SSP2","South Asia","watWithdrawBySec","sum","industry",2005,0.9146626
"5231","GCAM_SSP2","South Asia","watWithdrawBySec","sum","industry",2010,1.29438974
"5232","GCAM_SSP2","South Asia","watWithdrawBySec","sum","industry",2015,1.84077804
"5233","GCAM_SSP2","South Asia","watWithdrawBySec","sum","industry",2020,2.7131742
"5234","GCAM_SSP2","South Asia","watWithdrawBySec","sum","industry",2025,3.81933
"5235","GCAM_SSP2","South Asia","watWithdrawBySec","sum","industry",2030,5.1095823
"5236","GCAM_SSP2","South Asia","watWithdrawBySec","sum","industry",2035,6.5327993
"5237","GCAM_SSP2","South Asia","watWithdrawBySec","sum","industry",2040,8.1366034
"5238","GCAM_SSP2","South Asia","watWithdrawBySec","sum","industry",2045,9.871711
"5239","GCAM_SSP2","South Asia","watWithdrawBySec","sum","industry",2050,11.7139679
"5240","GCAM_SSP2","South Asia","watWithdrawBySec","sum","livestock",1975,0.1116538293
"5241","GCAM_SSP2","South Asia","watWithdrawBySec","sum","livestock",1990,1.038937825
"5242","GCAM_SSP2","South Asia","watWithdrawBySec","sum","livestock",2005,1.531008204
"5243","GCAM_SSP2","South Asia","watWithdrawBySec","sum","livestock",2010,1.827454924
"5244","GCAM_SSP2","South Asia","watWithdrawBySec","sum","livestock",2015,1.972965442
"5245","GCAM_SSP2","South Asia","watWithdrawBySec","sum","livestock",2020,2.44697599
"5246","GCAM_SSP2","South Asia","watWithdrawBySec","sum","livestock",2025,2.98604844
"5247","GCAM_SSP2","South Asia","watWithdrawBySec","sum","livestock",2030,3.53755154
"5248","GCAM_SSP2","South Asia","watWithdrawBySec","sum","livestock",2035,4.10039699
"5249","GCAM_SSP2","South Asia","watWithdrawBySec","sum","livestock",2040,4.19071244
"5250","GCAM_SSP2","South Asia","watWithdrawBySec","sum","livestock",2045,4.50109478
"5251","GCAM_SSP2","South Asia","watWithdrawBySec","sum","livestock",2050,4.90402977
"5252","GCAM_SSP2","South Asia","watWithdrawBySec","sum","mining",1975,0.0120602375
"5253","GCAM_SSP2","South Asia","watWithdrawBySec","sum","mining",1990,0.03343926
"5254","GCAM_SSP2","South Asia","watWithdrawBySec","sum","mining",2005,0.078117807
"5255","GCAM_SSP2","South Asia","watWithdrawBySec","sum","mining",2010,0.084883119
"5256","GCAM_SSP2","South Asia","watWithdrawBySec","sum","mining",2015,0.112696488
"5257","GCAM_SSP2","South Asia","watWithdrawBySec","sum","mining",2020,0.137890423
"5258","GCAM_SSP2","South Asia","watWithdrawBySec","sum","mining",2025,0.163666185
"5259","GCAM_SSP2","South Asia","watWithdrawBySec","sum","mining",2030,0.189477956
"5260","GCAM_SSP2","South Asia","watWithdrawBySec","sum","mining",2035,0.214006032
"5261","GCAM_SSP2","South Asia","watWithdrawBySec","sum","mining",2040,0.236410541
"5262","GCAM_SSP2","South Asia","watWithdrawBySec","sum","mining",2045,0.25395802
"5263","GCAM_SSP2","South Asia","watWithdrawBySec","sum","mining",2050,0.27212625
"5264","GCAM_SSP2","South Asia","watWithdrawBySec","sum","municipal",1975,1.09879963
"5265","GCAM_SSP2","South Asia","watWithdrawBySec","sum","municipal",1990,2.36449487
"5266","GCAM_SSP2","South Asia","watWithdrawBySec","sum","municipal",2005,4.449598
"5267","GCAM_SSP2","South Asia","watWithdrawBySec","sum","municipal",2010,4.9258013
"5268","GCAM_SSP2","South Asia","watWithdrawBySec","sum","municipal",2015,5.2128024
"5269","GCAM_SSP2","South Asia","watWithdrawBySec","sum","municipal",2020,5.7493296
"5270","GCAM_SSP2","South Asia","watWithdrawBySec","sum","municipal",2025,6.2082479
"5271","GCAM_SSP2","South Asia","watWithdrawBySec","sum","municipal",2030,6.7264719
"5272","GCAM_SSP2","South Asia","watWithdrawBySec","sum","municipal",2035,7.2086662
"5273","GCAM_SSP2","South Asia","watWithdrawBySec","sum","municipal",2040,7.6530991
"5274","GCAM_SSP2","South Asia","watWithdrawBySec","sum","municipal",2045,8.0453868
"5275","GCAM_SSP2","South Asia","watWithdrawBySec","sum","municipal",2050,8.3373391
"5276","GCAM_SSP2","South Korea","elecByTechTWh","sum","biomass",2005,0.0450011361111115
"5277","GCAM_SSP2","South Korea","elecByTechTWh","sum","biomass",2010,0.345999133333336
"5278","GCAM_SSP2","South Korea","elecByTechTWh","sum","biomass",2015,2.32591897222224
"5279","GCAM_SSP2","South Korea","elecByTechTWh","sum","biomass",2020,2.59804955555558
