"subRegion","x","param","value","units","aggregate","scenario","class"
"Iceland",6,"cases",177.655,"Cases Per Million","sum","COVID","all"
"Iceland",7,"cases",646.552,"Cases Per Million","sum","COVID","all"
"Iceland",8,"cases",1808.599,"Cases Per Million","sum","COVID","all"
"Iceland",9,"cases",6223.788,"Cases Per Million","sum","COVID","all"
"Iceland",10,"cases",1534.831,"Cases Per Million","sum","COVID","all"
"Iceland",11,"cases",1054.288,"Cases Per Million","sum","COVID","all"
"Iceland",12,"cases",722.273,"Cases Per Million","sum","COVID","all"
"Iceland",13,"cases",136.883,"Cases Per Million","sum","COVID","all"
"Iceland",14,"cases",454.333,"Cases Per Million","sum","COVID","all"
"Iceland",15,"cases",777.61,"Cases Per Million","sum","COVID","all"
"Iceland",16,"cases",302.888,"Cases Per Million","sum","COVID","all"
"Iceland",17,"cases",212.606,"Cases Per Million","sum","COVID","all"
"Iceland",18,"cases",3815.237,"Cases Per Million","sum","COVID","all"
"Iceland",19,"cases",8242.072,"Cases Per Million","sum","COVID","all"
"Iceland",20,"cases",2947.343,"Cases Per Million","sum","COVID","all"
"Iceland",21,"cases",4924.861,"Cases Per Million","sum","COVID","all"
"Iceland",22,"cases",12820.363,"Cases Per Million","sum","COVID","all"
"Iceland",23,"cases",4814.19,"Cases Per Million","sum","COVID","all"
"India",1,"cases",0.001,"Cases Per Million","sum","COVID","all"
"India",2,"cases",0.002,"Cases Per Million","sum","COVID","all"
"India",3,"cases",1.001,"Cases Per Million","sum","COVID","all"
"India",4,"cases",24.019,"Cases Per Million","sum","COVID","all"
"India",5,"cases",111.774,"Cases Per Million","sum","COVID","all"
"India",6,"cases",283.388,"Cases Per Million","sum","COVID","all"
"India",7,"cases",796.97,"Cases Per Million","sum","COVID","all"
"India",8,"cases",1431.868,"Cases Per Million","sum","COVID","all"
"India",9,"cases",1881.296,"Cases Per Million","sum","COVID","all"
"India",10,"cases",1343.108,"Cases Per Million","sum","COVID","all"
"India",11,"cases",917.697,"Cases Per Million","sum","COVID","all"
"India",12,"cases",591.282,"Cases Per Million","sum","COVID","all"
"India",13,"cases",337.947,"Cases Per Million","sum","COVID","all"
"India",14,"cases",254.505,"Cases Per Million","sum","COVID","all"
"India",15,"cases",796.196,"Cases Per Million","sum","COVID","all"
"India",16,"cases",4982.963,"Cases Per Million","sum","COVID","all"
"India",17,"cases",6466.211,"Cases Per Million","sum","COVID","all"
"India",18,"cases",1605.123,"Cases Per Million","sum","COVID","all"
"India",19,"cases",892.912,"Cases Per Million","sum","COVID","all"
"India",20,"cases",828.917,"Cases Per Million","sum","COVID","all"
"India",21,"cases",685.991,"Cases Per Million","sum","COVID","all"
"India",22,"cases",372.545,"Cases Per Million","sum","COVID","all"
"India",23,"cases",223.164,"Cases Per Million","sum","COVID","all"
"India",24,"cases",76.696,"Cases Per Million","sum","COVID","all"
"Indonesia",1,"cases",5.53,"Cases Per Million","sum","COVID","all"
"Indonesia",2,"cases",31.083,"Cases Per Million","sum","COVID","all"
"Indonesia",3,"cases",59.179,"Cases Per Million","sum","COVID","all"
"Indonesia",4,"cases",108.237,"Cases Per Million","sum","COVID","all"
"Indonesia",5,"cases",188.129,"Cases Per Million","sum","COVID","all"
"Indonesia",6,"cases",240.336,"Cases Per Million","sum","COVID","all"
"Indonesia",7,"cases",406.034,"Cases Per Million","sum","COVID","all"
"Indonesia",8,"cases",445.36,"Cases Per Million","sum","COVID","all"
"Indonesia",9,"cases",466.037,"Cases Per Million","sum","COVID","all"
"Indonesia",10,"cases",739.304,"Cases Per Million","sum","COVID","all"
"Indonesia",11,"cases",1212.601,"Cases Per Million","sum","COVID","all"
"Indonesia",12,"cases",927.478,"Cases Per Million","sum","COVID","all"
"Indonesia",13,"cases",640.746,"Cases Per Million","sum","COVID","all"
"Indonesia",14,"cases",566.85,"Cases Per Million","sum","COVID","all"
"Indonesia",15,"cases",554.831,"Cases Per Million","sum","COVID","all"
"Indonesia",16,"cases",1290.225,"Cases Per Million","sum","COVID","all"
"Indonesia",17,"cases",4455.704,"Cases Per Million","sum","COVID","all"
"Indonesia",18,"cases",2461.06,"Cases Per Million","sum","COVID","all"
"Indonesia",19,"cases",453.401,"Cases Per Million","sum","COVID","all"
"Indonesia",20,"cases",105.85,"Cases Per Million","sum","COVID","all"
"Indonesia",21,"cases",43.606,"Cases Per Million","sum","COVID","all"
"Indonesia",22,"cases",10.276,"Cases Per Million","sum","COVID","all"
"Iran",1,"cases",6.975,"Cases Per Million","sum","COVID","all"
"Iran",2,"cases",517.615,"Cases Per Million","sum","COVID","all"
"Iran",3,"cases",588.447,"Cases Per Million","sum","COVID","all"
"Iran",4,"cases",668.314,"Cases Per Million","sum","COVID","all"
"Iran",5,"cases",896.117,"Cases Per Million","sum","COVID","all"
"Iran",6,"cases",900.19,"Cases Per Million","sum","COVID","all"
"Iran",7,"cases",835.106,"Cases Per Million","sum","COVID","all"
"Iran",8,"cases",964.461,"Cases Per Million","sum","COVID","all"
"Iran",9,"cases",1829.416,"Cases Per Million","sum","COVID","all"
"Iran",10,"cases",4107.999,"Cases Per Million","sum","COVID","all"
"Iran",11,"cases",3093.92,"Cases Per Million","sum","COVID","all"
"Iran",12,"cases",2268.141,"Cases Per Million","sum","COVID","all"
"Iran",13,"cases",2507.034,"Cases Per Million","sum","COVID","all"
"Iran",14,"cases",2991.869,"Cases Per Million","sum","COVID","all"
"Iran",15,"cases",7215.358,"Cases Per Million","sum","COVID","all"
"Iran",16,"cases",4869.633,"Cases Per Million","sum","COVID","all"
"Iran",17,"cases",3427.322,"Cases Per Million","sum","COVID","all"
"Iran",18,"cases",7837.948,"Cases Per Million","sum","COVID","all"
"Iran",19,"cases",13184.422,"Cases Per Million","sum","COVID","all"
"Iran",20,"cases",6997.364,"Cases Per Million","sum","COVID","all"
"Iran",21,"cases",3970.399,"Cases Per Million","sum","COVID","all"
"Iran",22,"cases",2267.547,"Cases Per Million","sum","COVID","all"
"Iran",23,"cases",471.299,"Cases Per Million","sum","COVID","all"
"Iraq",1,"cases",0.316,"Cases Per Million","sum","COVID","all"
"Iraq",2,"cases",16.541,"Cases Per Million","sum","COVID","all"
"Iraq",3,"cases",33.779,"Cases Per Million","sum","COVID","all"
"Iraq",4,"cases",105.732,"Cases Per Million","sum","COVID","all"
"Iraq",5,"cases",1036.2,"Cases Per Million","sum","COVID","all"
"Iraq",6,"cases",1833.443,"Cases Per Million","sum","COVID","all"
"Iraq",7,"cases",2679.134,"Cases Per Million","sum","COVID","all"
"Iraq",8,"cases",3109.496,"Cases Per Million","sum","COVID","all"
"Iraq",9,"cases",2662.716,"Cases Per Million","sum","COVID","all"
"Iraq",10,"cases",1940.752,"Cases Per Million","sum","COVID","all"
"Iraq",11,"cases",1037.946,"Cases Per Million","sum","COVID","all"
"Iraq",12,"cases",591.194,"Cases Per Million","sum","COVID","all"
"Iraq",13,"cases",1842.014,"Cases Per Million","sum","COVID","all"
"Iraq",14,"cases",3774.584,"Cases Per Million","sum","COVID","all"
"Iraq",15,"cases",5203.456,"Cases Per Million","sum","COVID","all"
"Iraq",16,"cases",3306.343,"Cases Per Million","sum","COVID","all"
"Iraq",17,"cases",3510.303,"Cases Per Million","sum","COVID","all"
"Iraq",18,"cases",6816.4,"Cases Per Million","sum","COVID","all"
"Iraq",19,"cases",6351.508,"Cases Per Million","sum","COVID","all"
"Iraq",20,"cases",2796.378,"Cases Per Million","sum","COVID","all"
"Iraq",21,"cases",1261.434,"Cases Per Million","sum","COVID","all"
"Iraq",22,"cases",629.536,"Cases Per Million","sum","COVID","all"
"Iraq",23,"cases",174.53,"Cases Per Million","sum","COVID","all"
"Ireland",1,"cases",0.201,"Cases Per Million","sum","COVID","all"
"Ireland",2,"cases",649.017,"Cases Per Million","sum","COVID","all"
"Ireland",3,"cases",3487.325,"Cases Per Million","sum","COVID","all"
"Ireland",4,"cases",878.602,"Cases Per Million","sum","COVID","all"
"Ireland",5,"cases",96.929,"Cases Per Million","sum","COVID","all"
"Ireland",6,"cases",118.807,"Cases Per Million","sum","COVID","all"
"Ireland",7,"cases",551.081,"Cases Per Million","sum","COVID","all"
"Ireland",8,"cases",1473.842,"Cases Per Million","sum","COVID","all"
"Ireland",9,"cases",5077.56,"Cases Per Million","sum","COVID","all"
"Ireland",10,"cases",2225.209,"Cases Per Million","sum","COVID","all"
"Ireland",11,"cases",3860.196,"Cases Per Million","sum","COVID","all"
"Ireland",12,"cases",21025.49,"Cases Per Million","sum","COVID","all"
"Ireland",13,"cases",4624.815,"Cases Per Million","sum","COVID","all"
"Ireland",14,"cases",3263.56,"Cases Per Million","sum","COVID","all"
"Ireland",15,"cases",2612.132,"Cases Per Million","sum","COVID","all"
"Ireland",16,"cases",2643.637,"Cases Per Million","sum","COVID","all"
"Ireland",17,"cases",1979.77,"Cases Per Million","sum","COVID","all"
"Ireland",18,"cases",5833.547,"Cases Per Million","sum","COVID","all"
"Ireland",19,"cases",10329.517,"Cases Per Million","sum","COVID","all"
"Ireland",20,"cases",7522.722,"Cases Per Million","sum","COVID","all"
"Ireland",21,"cases",11170.594,"Cases Per Million","sum","COVID","all"
"Ireland",22,"cases",24989.645,"Cases Per Million","sum","COVID","all"
"Ireland",23,"cases",11678.129,"Cases Per Million","sum","COVID","all"
"Isle of Man",1,"cases",NA,"Cases Per Million","sum","COVID","all"
"Isle of Man",2,"cases",NA,"Cases Per Million","sum","COVID","all"
"Isle of Man",3,"cases",NA,"Cases Per Million","sum","COVID","all"
"Isle of Man",4,"cases",NA,"Cases Per Million","sum","COVID","all"
"Isle of Man",5,"cases",NA,"Cases Per Million","sum","COVID","all"
"Isle of Man",6,"cases",NA,"Cases Per Million","sum","COVID","all"
"Isle of Man",7,"cases",NA,"Cases Per Million","sum","COVID","all"
"Isle of Man",8,"cases",NA,"Cases Per Million","sum","COVID","all"
"Isle of Man",9,"cases",NA,"Cases Per Million","sum","COVID","all"
"Isle of Man",10,"cases",NA,"Cases Per Million","sum","COVID","all"
"Isle of Man",11,"cases",NA,"Cases Per Million","sum","COVID","all"
"Isle of Man",12,"cases",NA,"Cases Per Million","sum","COVID","all"
"Israel",1,"cases",NA,"Cases Per Million","sum","COVID","all"
"Israel",2,"cases",614.684,"Cases Per Million","sum","COVID","all"
"Israel",3,"cases",1095.576,"Cases Per Million","sum","COVID","all"
"Israel",4,"cases",127.327,"Cases Per Million","sum","COVID","all"
"Israel",5,"cases",899.688,"Cases Per Million","sum","COVID","all"
"Israel",6,"cases",4982.886,"Cases Per Million","sum","COVID","all"
"Israel",7,"cases",4861.908,"Cases Per Million","sum","COVID","all"
"Israel",8,"cases",14046.39,"Cases Per Million","sum","COVID","all"
"Israel",9,"cases",7204.607,"Cases Per Million","sum","COVID","all"
"Israel",10,"cases",2458.508,"Cases Per Million","sum","COVID","all"
"Israel",11,"cases",9263.912,"Cases Per Million","sum","COVID","all"
"Israel",12,"cases",23697.45,"Cases Per Million","sum","COVID","all"
"Israel",13,"cases",14247.336,"Cases Per Million","sum","COVID","all"
"Israel",14,"cases",6167.042,"Cases Per Million","sum","COVID","all"
"Israel",15,"cases",578.626,"Cases Per Million","sum","COVID","all"
"Israel",16,"cases",106.986,"Cases Per Million","sum","COVID","all"
"Israel",17,"cases",247.765,"Cases Per Million","sum","COVID","all"
"Israel",18,"cases",3470.134,"Cases Per Million","sum","COVID","all"
"Israel",19,"cases",20701.111,"Cases Per Million","sum","COVID","all"
"Israel",20,"cases",23233.88,"Cases Per Million","sum","COVID","all"
"Israel",21,"cases",4869.228,"Cases Per Million","sum","COVID","all"
"Israel",22,"cases",1743.839,"Cases Per Million","sum","COVID","all"
"Israel",23,"cases",791.626,"Cases Per Million","sum","COVID","all"
"Italy",1,"cases",0.033,"Cases Per Million","sum","COVID","all"
"Italy",2,"cases",18.655,"Cases Per Million","sum","COVID","all"
"Italy",3,"cases",1733.783,"Cases Per Million","sum","COVID","all"
"Italy",4,"cases",1651.071,"Cases Per Million","sum","COVID","all"
"Italy",5,"cases",456.109,"Cases Per Million","sum","COVID","all"
"Italy",6,"cases",125.579,"Cases Per Million","sum","COVID","all"
"Italy",7,"cases",115.278,"Cases Per Million","sum","COVID","all"
"Italy",8,"cases",359.085,"Cases Per Million","sum","COVID","all"
"Italy",9,"cases",756.152,"Cases Per Million","sum","COVID","all"
"Italy",10,"cases",6039.163,"Cases Per Million","sum","COVID","all"
"Italy",11,"cases",15275.18,"Cases Per Million","sum","COVID","all"
"Italy",12,"cases",8375.57,"Cases Per Million","sum","COVID","all"
"Italy",13,"cases",7385.866,"Cases Per Million","sum","COVID","all"
"Italy",14,"cases",6166.121,"Cases Per Million","sum","COVID","all"
"Italy",15,"cases",10926.977,"Cases Per Million","sum","COVID","all"
"Italy",16,"cases",7251.488,"Cases Per Million","sum","COVID","all"
"Italy",17,"cases",3232.999,"Cases Per Million","sum","COVID","all"
"Italy",18,"cases",697.198,"Cases Per Million","sum","COVID","all"
"Italy",19,"cases",1492.841,"Cases Per Million","sum","COVID","all"
"Italy",20,"cases",3146.777,"Cases Per Million","sum","COVID","all"
"Italy",21,"cases",2192.637,"Cases Per Million","sum","COVID","all"
"Italy",22,"cases",1650.061,"Cases Per Million","sum","COVID","all"
"Italy",23,"cases",4250.338,"Cases Per Million","sum","COVID","all"
"Italy",24,"cases",3473.293,"Cases Per Million","sum","COVID","all"
"Jamaica",1,"cases",12.108,"Cases Per Million","sum","COVID","all"
"Jamaica",2,"cases",129.815,"Cases Per Million","sum","COVID","all"
"Jamaica",3,"cases",55.16,"Cases Per Million","sum","COVID","all"
"Jamaica",4,"cases",39.014,"Cases Per Million","sum","COVID","all"
"Jamaica",5,"cases",59.191,"Cases Per Million","sum","COVID","all"
"Jamaica",6,"cases",531.7,"Cases Per Million","sum","COVID","all"
"Jamaica",7,"cases",1352.971,"Cases Per Million","sum","COVID","all"
"Jamaica",8,"cases",878.436,"Cases Per Million","sum","COVID","all"
"Jamaica",9,"cases",561.293,"Cases Per Million","sum","COVID","all"
"Jamaica",10,"cases",694.14,"Cases Per Million","sum","COVID","all"
"Jamaica",11,"cases",950.405,"Cases Per Million","sum","COVID","all"
"Jamaica",12,"cases",2559.307,"Cases Per Million","sum","COVID","all"
"Jamaica",13,"cases",5372.188,"Cases Per Million","sum","COVID","all"
"Jamaica",14,"cases",2132.532,"Cases Per Million","sum","COVID","all"
"Jamaica",15,"cases",1001.863,"Cases Per Million","sum","COVID","all"
"Jamaica",16,"cases",526.994,"Cases Per Million","sum","COVID","all"
"Jamaica",17,"cases",931.909,"Cases Per Million","sum","COVID","all"
"Jamaica",18,"cases",5123.994,"Cases Per Million","sum","COVID","all"
"Jamaica",19,"cases",5248.427,"Cases Per Million","sum","COVID","all"
"Jamaica",20,"cases",1774.698,"Cases Per Million","sum","COVID","all"
"Jamaica",21,"cases",751.644,"Cases Per Million","sum","COVID","all"
"Jamaica",22,"cases",185.979,"Cases Per Million","sum","COVID","all"
"Japan",1,"cases",NA,"Cases Per Million","sum","COVID","all"
"Japan",2,"cases",1.825,"Cases Per Million","sum","COVID","all"
"Japan",3,"cases",15.947,"Cases Per Million","sum","COVID","all"
"Japan",4,"cases",95.429,"Cases Per Million","sum","COVID","all"
"Japan",5,"cases",19.491,"Cases Per Million","sum","COVID","all"
"Japan",6,"cases",14.789,"Cases Per Million","sum","COVID","all"
"Japan",7,"cases",140.03,"Cases Per Million","sum","COVID","all"
"Japan",8,"cases",254.891,"Cases Per Million","sum","COVID","all"
"Japan",9,"cases",120.54,"Cases Per Million","sum","COVID","all"
"Japan",10,"cases",140.768,"Cases Per Million","sum","COVID","all"
"Japan",11,"cases",376.839,"Cases Per Million","sum","COVID","all"
"Japan",12,"cases",689.603,"Cases Per Million","sum","COVID","all"
"Japan",13,"cases",1229.592,"Cases Per Million","sum","COVID","all"
"Japan",14,"cases",332.372,"Cases Per Million","sum","COVID","all"
"Japan",15,"cases",336.766,"Cases Per Million","sum","COVID","all"
"Japan",16,"cases",933.63,"Cases Per Million","sum","COVID","all"
"Japan",17,"cases",1219.477,"Cases Per Million","sum","COVID","all"
"Japan",18,"cases",421.228,"Cases Per Million","sum","COVID","all"
"Japan",19,"cases",1007.698,"Cases Per Million","sum","COVID","all"
"Japan",20,"cases",4504.281,"Cases Per Million","sum","COVID","all"
"Japan",21,"cases",1671.55,"Cases Per Million","sum","COVID","all"
"Japan",22,"cases",137.017,"Cases Per Million","sum","COVID","all"
"Japan",23,"cases",34.057,"Cases Per Million","sum","COVID","all"
"Japan",24,"cases",11.534,"Cases Per Million","sum","COVID","all"
"Jersey",1,"cases",NA,"Cases Per Million","sum","COVID","all"
"Jersey",2,"cases",NA,"Cases Per Million","sum","COVID","all"
"Jersey",3,"cases",NA,"Cases Per Million","sum","COVID","all"
"Jersey",4,"cases",NA,"Cases Per Million","sum","COVID","all"
"Jersey",5,"cases",NA,"Cases Per Million","sum","COVID","all"
"Jersey",6,"cases",NA,"Cases Per Million","sum","COVID","all"
"Jersey",7,"cases",NA,"Cases Per Million","sum","COVID","all"
"Jersey",8,"cases",NA,"Cases Per Million","sum","COVID","all"
"Jersey",9,"cases",NA,"Cases Per Million","sum","COVID","all"
"Jersey",10,"cases",NA,"Cases Per Million","sum","COVID","all"
"Jordan",1,"cases",26.68,"Cases Per Million","sum","COVID","all"
"Jordan",2,"cases",17.433,"Cases Per Million","sum","COVID","all"
"Jordan",3,"cases",27.852,"Cases Per Million","sum","COVID","all"
"Jordan",4,"cases",38.272,"Cases Per Million","sum","COVID","all"
"Jordan",5,"cases",5.941,"Cases Per Million","sum","COVID","all"
"Jordan",6,"cases",81.897,"Cases Per Million","sum","COVID","all"
"Jordan",7,"cases",953.449,"Cases Per Million","sum","COVID","all"
"Jordan",8,"cases",5918.967,"Cases Per Million","sum","COVID","all"
"Jordan",9,"cases",14297.661,"Cases Per Million","sum","COVID","all"
"Jordan",10,"cases",7309.753,"Cases Per Million","sum","COVID","all"
"Jordan",11,"cases",3151.324,"Cases Per Million","sum","COVID","all"
"Jordan",12,"cases",6255.221,"Cases Per Million","sum","COVID","all"
"Jordan",13,"cases",21471.078,"Cases Per Million","sum","COVID","all"
"Jordan",14,"cases",9718.16,"Cases Per Million","sum","COVID","all"
"Jordan",15,"cases",2450.186,"Cases Per Million","sum","COVID","all"
"Jordan",16,"cases",1448.045,"Cases Per Million","sum","COVID","all"
"Jordan",17,"cases",1880.217,"Cases Per Million","sum","COVID","all"
"Jordan",18,"cases",2572.202,"Cases Per Million","sum","COVID","all"
"Jordan",19,"cases",2609.111,"Cases Per Million","sum","COVID","all"
"Jordan",20,"cases",3761.019,"Cases Per Million","sum","COVID","all"
"Jordan",21,"cases",8900.752,"Cases Per Million","sum","COVID","all"
"Jordan",22,"cases",5973.89,"Cases Per Million","sum","COVID","all"
"Kazakhstan",1,"cases",18.057,"Cases Per Million","sum","COVID","all"
"Kazakhstan",2,"cases",161.043,"Cases Per Million","sum","COVID","all"
"Kazakhstan",3,"cases",392.524,"Cases Per Million","sum","COVID","all"
"Kazakhstan",4,"cases",602.791,"Cases Per Million","sum","COVID","all"
"Kazakhstan",5,"cases",3583.005,"Cases Per Million","sum","COVID","all"
"Kazakhstan",6,"cases",2121.934,"Cases Per Million","sum","COVID","all"
"Kazakhstan",7,"cases",528.245,"Cases Per Million","sum","COVID","all"
"Kazakhstan",8,"cases",473.388,"Cases Per Million","sum","COVID","all"
"Kazakhstan",9,"cases",1308.978,"Cases Per Million","sum","COVID","all"
"Kazakhstan",10,"cases",1402.108,"Cases Per Million","sum","COVID","all"
"Kazakhstan",11,"cases",1824.063,"Cases Per Million","sum","COVID","all"
"Kazakhstan",12,"cases",1414.638,"Cases Per Million","sum","COVID","all"
"Kazakhstan",13,"cases",1829.799,"Cases Per Million","sum","COVID","all"
"Kazakhstan",14,"cases",4109.879,"Cases Per Million","sum","COVID","all"
"Kazakhstan",15,"cases",3548.097,"Cases Per Million","sum","COVID","all"
"Kazakhstan",16,"cases",2092.71,"Cases Per Million","sum","COVID","all"
"Kazakhstan",17,"cases",7938.054,"Cases Per Million","sum","COVID","all"
"Kazakhstan",18,"cases",12114.372,"Cases Per Million","sum","COVID","all"
"Kazakhstan",19,"cases",5225.651,"Cases Per Million","sum","COVID","all"
"Kazakhstan",20,"cases",3023.016,"Cases Per Million","sum","COVID","all"
"Kazakhstan",21,"cases",1827.224,"Cases Per Million","sum","COVID","all"
"Kazakhstan",22,"cases",465.229,"Cases Per Million","sum","COVID","all"
"Kenya",1,"cases",NA,"Cases Per Million","sum","COVID","all"
"Kenya",2,"cases",6.126,"Cases Per Million","sum","COVID","all"
"Kenya",3,"cases",28.482,"Cases Per Million","sum","COVID","all"
"Kenya",4,"cases",80.095,"Cases Per Million","sum","COVID","all"
"Kenya",5,"cases",259.521,"Cases Per Million","sum","COVID","all"
"Kenya",6,"cases",246.703,"Cases Per Million","sum","COVID","all"
"Kenya",7,"cases",78.71,"Cases Per Million","sum","COVID","all"
"Kenya",8,"cases",303.043,"Cases Per Million","sum","COVID","all"
"Kenya",9,"cases",516.973,"Cases Per Million","sum","COVID","all"
"Kenya",10,"cases",233.515,"Cases Per Million","sum","COVID","all"
"Kenya",11,"cases",78.474,"Cases Per Million","sum","COVID","all"
"Kenya",12,"cases",94.569,"Cases Per Million","sum","COVID","all"
"Kenya",13,"cases",510.768,"Cases Per Million","sum","COVID","all"
"Kenya",14,"cases",459.393,"Cases Per Million","sum","COVID","all"
"Kenya",15,"cases",207.633,"Cases Per Million","sum","COVID","all"
"Kenya",16,"cases",244.172,"Cases Per Million","sum","COVID","all"
"Kenya",17,"cases",346.491,"Cases Per Million","sum","COVID","all"
"Kenya",18,"cases",593.792,"Cases Per Million","sum","COVID","all"
"Kenya",19,"cases",246.808,"Cases Per Million","sum","COVID","all"
"Kenya",20,"cases",70.49,"Cases Per Million","sum","COVID","all"
"Kenya",21,"cases",32.335,"Cases Per Million","sum","COVID","all"
"Kenya",22,"cases",25.388,"Cases Per Million","sum","COVID","all"
"Kiribati",1,"cases",16.476,"Cases Per Million","sum","COVID","all"
"Kiribati",2,"cases",0,"Cases Per Million","sum","COVID","all"
"Kiribati",3,"cases",0,"Cases Per Million","sum","COVID","all"
"Kiribati",4,"cases",0,"Cases Per Million","sum","COVID","all"
"Kiribati",5,"cases",0,"Cases Per Million","sum","COVID","all"
"Kiribati",6,"cases",0,"Cases Per Million","sum","COVID","all"
"Kiribati",7,"cases",0,"Cases Per Million","sum","COVID","all"
"Kiribati",8,"cases",0,"Cases Per Million","sum","COVID","all"
"Kuwait",1,"cases",10.395,"Cases Per Million","sum","COVID","all"
"Kuwait",2,"cases",56.366,"Cases Per Million","sum","COVID","all"
"Kuwait",3,"cases",862.876,"Cases Per Million","sum","COVID","all"
"Kuwait",4,"cases",5317.944,"Cases Per Million","sum","COVID","all"
"Kuwait",5,"cases",4424.572,"Cases Per Million","sum","COVID","all"
"Kuwait",6,"cases",4796.52,"Cases Per Million","sum","COVID","all"
"Kuwait",7,"cases",4193.547,"Cases Per Million","sum","COVID","all"
"Kuwait",8,"cases",4637.347,"Cases Per Million","sum","COVID","all"
"Kuwait",9,"cases",4792.365,"Cases Per Million","sum","COVID","all"
"Kuwait",10,"cases",3860.184,"Cases Per Million","sum","COVID","all"
"Kuwait",11,"cases",1836.41,"Cases Per Million","sum","COVID","all"
"Kuwait",12,"cases",3389.816,"Cases Per Million","sum","COVID","all"
"Kuwait",13,"cases",5913.061,"Cases Per Million","sum","COVID","all"
"Kuwait",14,"cases",9529.975,"Cases Per Million","sum","COVID","all"
"Kuwait",15,"cases",9677.136,"Cases Per Million","sum","COVID","all"
"Kuwait",16,"cases",8139.209,"Cases Per Million","sum","COVID","all"
"Kuwait",17,"cases",10965.56,"Cases Per Million","sum","COVID","all"
"Kuwait",18,"cases",9505.256,"Cases Per Million","sum","COVID","all"
"Kuwait",19,"cases",2778.986,"Cases Per Million","sum","COVID","all"
"Kuwait",20,"cases",414.686,"Cases Per Million","sum","COVID","all"
"Kuwait",21,"cases",236.343,"Cases Per Million","sum","COVID","all"
"Kuwait",22,"cases",158.025,"Cases Per Million","sum","COVID","all"
"Kuwait",23,"cases",80.63,"Cases Per Million","sum","COVID","all"
"Kyrgyzstan",1,"cases",16.145,"Cases Per Million","sum","COVID","all"
"Kyrgyzstan",2,"cases",96.403,"Cases Per Million","sum","COVID","all"
"Kyrgyzstan",3,"cases",151.168,"Cases Per Million","sum","COVID","all"
"Kyrgyzstan",4,"cases",566.959,"Cases Per Million","sum","COVID","all"
"Kyrgyzstan",5,"cases",4571.127,"Cases Per Million","sum","COVID","all"
"Kyrgyzstan",6,"cases",1220.968,"Cases Per Million","sum","COVID","all"
"Kyrgyzstan",7,"cases",418.054,"Cases Per Million","sum","COVID","all"
"Kyrgyzstan",8,"cases",1841.936,"Cases Per Million","sum","COVID","all"
"Kyrgyzstan",9,"cases",2157.403,"Cases Per Million","sum","COVID","all"
"Kyrgyzstan",10,"cases",1185.214,"Cases Per Million","sum","COVID","all"
"Kyrgyzstan",11,"cases",536.183,"Cases Per Million","sum","COVID","all"
"Kyrgyzstan",12,"cases",250.889,"Cases Per Million","sum","COVID","all"
"Kyrgyzstan",13,"cases",345.035,"Cases Per Million","sum","COVID","all"
"Kyrgyzstan",14,"cases",1016.393,"Cases Per Million","sum","COVID","all"
"Kyrgyzstan",15,"cases",1426.296,"Cases Per Million","sum","COVID","all"
"Kyrgyzstan",16,"cases",3058.679,"Cases Per Million","sum","COVID","all"
"Kyrgyzstan",17,"cases",5716.208,"Cases Per Million","sum","COVID","all"
"Kyrgyzstan",18,"cases",1937.44,"Cases Per Million","sum","COVID","all"
"Kyrgyzstan",19,"cases",422.126,"Cases Per Million","sum","COVID","all"
"Kyrgyzstan",20,"cases",411.414,"Cases Per Million","sum","COVID","all"
"Kyrgyzstan",21,"cases",315.615,"Cases Per Million","sum","COVID","all"
"Kyrgyzstan",22,"cases",96.555,"Cases Per Million","sum","COVID","all"
"Laos",1,"cases",1.221,"Cases Per Million","sum","COVID","all"
"Laos",2,"cases",1.358,"Cases Per Million","sum","COVID","all"
"Laos",3,"cases",0,"Cases Per Million","sum","COVID","all"
"Laos",4,"cases",0,"Cases Per Million","sum","COVID","all"
"Laos",5,"cases",0.136,"Cases Per Million","sum","COVID","all"
"Laos",6,"cases",0.271,"Cases Per Million","sum","COVID","all"
"Laos",7,"cases",0.136,"Cases Per Million","sum","COVID","all"
"Laos",8,"cases",0.136,"Cases Per Million","sum","COVID","all"
"Laos",9,"cases",2.033,"Cases Per Million","sum","COVID","all"
"Laos",10,"cases",0.271,"Cases Per Million","sum","COVID","all"
"Laos",11,"cases",0.407,"Cases Per Million","sum","COVID","all"
"Laos",12,"cases",0.136,"Cases Per Million","sum","COVID","all"
"Laos",13,"cases",0.543,"Cases Per Million","sum","COVID","all"
"Laos",14,"cases",95.944,"Cases Per Million","sum","COVID","all"
"Laos",15,"cases",156.519,"Cases Per Million","sum","COVID","all"
"Laos",16,"cases",28.328,"Cases Per Million","sum","COVID","all"
"Laos",17,"cases",566.174,"Cases Per Million","sum","COVID","all"
"Laos",18,"cases",1181.136,"Cases Per Million","sum","COVID","all"
"Laos",19,"cases",1196.718,"Cases Per Million","sum","COVID","all"
"Laos",20,"cases",2225.804,"Cases Per Million","sum","COVID","all"
"Laos",21,"cases",4535.22,"Cases Per Million","sum","COVID","all"
"Laos",22,"cases",2265.779,"Cases Per Million","sum","COVID","all"
"Latvia",1,"cases",NA,"Cases Per Million","sum","COVID","all"
"Latvia",2,"cases",NA,"Cases Per Million","sum","COVID","all"
"Latvia",3,"cases",NA,"Cases Per Million","sum","COVID","all"
"Latvia",4,"cases",246.394,"Cases Per Million","sum","COVID","all"
