"subRegion","x","param","value","units","aggregate","scenario","class"
"New Zealand",19,"deaths",0,"Cases Per Million","sum","COVID","all"
"New Zealand",20,"deaths",0.195,"Cases Per Million","sum","COVID","all"
"New Zealand",21,"deaths",0.195,"Cases Per Million","sum","COVID","all"
"New Zealand",22,"deaths",3.121,"Cases Per Million","sum","COVID","all"
"New Zealand",23,"deaths",0.585,"Cases Per Million","sum","COVID","all"
"Nicaragua",1,"deaths",NA,"Cases Per Million","sum","COVID","all"
"Nicaragua",2,"deaths",0.298,"Cases Per Million","sum","COVID","all"
"Nicaragua",3,"deaths",4.775,"Cases Per Million","sum","COVID","all"
"Nicaragua",4,"deaths",7.162,"Cases Per Million","sum","COVID","all"
"Nicaragua",5,"deaths",4.925,"Cases Per Million","sum","COVID","all"
"Nicaragua",6,"deaths",3.133,"Cases Per Million","sum","COVID","all"
"Nicaragua",7,"deaths",2.089,"Cases Per Million","sum","COVID","all"
"Nicaragua",8,"deaths",0.745,"Cases Per Million","sum","COVID","all"
"Nicaragua",9,"deaths",0.596,"Cases Per Million","sum","COVID","all"
"Nicaragua",10,"deaths",0.745,"Cases Per Million","sum","COVID","all"
"Nicaragua",11,"deaths",0.596,"Cases Per Million","sum","COVID","all"
"Nicaragua",12,"deaths",0.596,"Cases Per Million","sum","COVID","all"
"Nicaragua",13,"deaths",0.745,"Cases Per Million","sum","COVID","all"
"Nicaragua",14,"deaths",0.596,"Cases Per Million","sum","COVID","all"
"Nicaragua",15,"deaths",0.596,"Cases Per Million","sum","COVID","all"
"Nicaragua",16,"deaths",0.745,"Cases Per Million","sum","COVID","all"
"Nicaragua",17,"deaths",0.596,"Cases Per Million","sum","COVID","all"
"Nicaragua",18,"deaths",0.745,"Cases Per Million","sum","COVID","all"
"Nicaragua",19,"deaths",0.596,"Cases Per Million","sum","COVID","all"
"Nicaragua",20,"deaths",0.596,"Cases Per Million","sum","COVID","all"
"Nicaragua",21,"deaths",0.596,"Cases Per Million","sum","COVID","all"
"Nicaragua",22,"deaths",0.298,"Cases Per Million","sum","COVID","all"
"Niger",1,"deaths",NA,"Cases Per Million","sum","COVID","all"
"Niger",2,"deaths",1.157,"Cases Per Million","sum","COVID","all"
"Niger",3,"deaths",1.277,"Cases Per Million","sum","COVID","all"
"Niger",4,"deaths",0.12,"Cases Per Million","sum","COVID","all"
"Niger",5,"deaths",0.08,"Cases Per Million","sum","COVID","all"
"Niger",6,"deaths",0,"Cases Per Million","sum","COVID","all"
"Niger",7,"deaths",0,"Cases Per Million","sum","COVID","all"
"Niger",8,"deaths",0,"Cases Per Million","sum","COVID","all"
"Niger",9,"deaths",0.12,"Cases Per Million","sum","COVID","all"
"Niger",10,"deaths",1.276,"Cases Per Million","sum","COVID","all"
"Niger",11,"deaths",2.192,"Cases Per Million","sum","COVID","all"
"Niger",12,"deaths",0.52,"Cases Per Million","sum","COVID","all"
"Niger",13,"deaths",0.559,"Cases Per Million","sum","COVID","all"
"Niger",14,"deaths",0.2,"Cases Per Million","sum","COVID","all"
"Niger",15,"deaths",0.04,"Cases Per Million","sum","COVID","all"
"Niger",16,"deaths",0.04,"Cases Per Million","sum","COVID","all"
"Niger",17,"deaths",0.08,"Cases Per Million","sum","COVID","all"
"Niger",18,"deaths",0.16,"Cases Per Million","sum","COVID","all"
"Niger",19,"deaths",0.08,"Cases Per Million","sum","COVID","all"
"Niger",20,"deaths",0.479,"Cases Per Million","sum","COVID","all"
"Niger",21,"deaths",1.831,"Cases Per Million","sum","COVID","all"
"Niger",22,"deaths",0.399,"Cases Per Million","sum","COVID","all"
"Nigeria",1,"deaths",NA,"Cases Per Million","sum","COVID","all"
"Nigeria",2,"deaths",NA,"Cases Per Million","sum","COVID","all"
"Nigeria",3,"deaths",0.265,"Cases Per Million","sum","COVID","all"
"Nigeria",4,"deaths",1.083,"Cases Per Million","sum","COVID","all"
"Nigeria",5,"deaths",1.435,"Cases Per Million","sum","COVID","all"
"Nigeria",6,"deaths",1.368,"Cases Per Million","sum","COVID","all"
"Nigeria",7,"deaths",0.632,"Cases Per Million","sum","COVID","all"
"Nigeria",8,"deaths",0.466,"Cases Per Million","sum","COVID","all"
"Nigeria",9,"deaths",0.149,"Cases Per Million","sum","COVID","all"
"Nigeria",10,"deaths",0.136,"Cases Per Million","sum","COVID","all"
"Nigeria",11,"deaths",0.547,"Cases Per Million","sum","COVID","all"
"Nigeria",12,"deaths",1.407,"Cases Per Million","sum","COVID","all"
"Nigeria",13,"deaths",1.518,"Cases Per Million","sum","COVID","all"
"Nigeria",14,"deaths",0.71,"Cases Per Million","sum","COVID","all"
"Nigeria",15,"deaths",0.03,"Cases Per Million","sum","COVID","all"
"Nigeria",16,"deaths",0.17,"Cases Per Million","sum","COVID","all"
"Nigeria",17,"deaths",0.1,"Cases Per Million","sum","COVID","all"
"Nigeria",18,"deaths",0.137,"Cases Per Million","sum","COVID","all"
"Nigeria",19,"deaths",1.513,"Cases Per Million","sum","COVID","all"
"Nigeria",20,"deaths",1.19,"Cases Per Million","sum","COVID","all"
"Nigeria",21,"deaths",0.827,"Cases Per Million","sum","COVID","all"
"Nigeria",22,"deaths",0.385,"Cases Per Million","sum","COVID","all"
"Nigeria",23,"deaths",0.019,"Cases Per Million","sum","COVID","all"
"Niue",1,"deaths",NA,"Cases Per Million","sum","COVID","all"
"Niue",2,"deaths",NA,"Cases Per Million","sum","COVID","all"
"Niue",3,"deaths",NA,"Cases Per Million","sum","COVID","all"
"Norway",1,"deaths",NA,"Cases Per Million","sum","COVID","all"
"Norway",2,"deaths",NA,"Cases Per Million","sum","COVID","all"
"Norway",3,"deaths",31.292,"Cases Per Million","sum","COVID","all"
"Norway",4,"deaths",4.758,"Cases Per Million","sum","COVID","all"
"Norway",5,"deaths",2.562,"Cases Per Million","sum","COVID","all"
"Norway",6,"deaths",0.915,"Cases Per Million","sum","COVID","all"
"Norway",7,"deaths",1.647,"Cases Per Million","sum","COVID","all"
"Norway",8,"deaths",1.83,"Cases Per Million","sum","COVID","all"
"Norway",9,"deaths",1.464,"Cases Per Million","sum","COVID","all"
"Norway",10,"deaths",9.15,"Cases Per Million","sum","COVID","all"
"Norway",11,"deaths",19.029,"Cases Per Million","sum","COVID","all"
"Norway",12,"deaths",23.422,"Cases Per Million","sum","COVID","all"
"Norway",13,"deaths",10.613,"Cases Per Million","sum","COVID","all"
"Norway",14,"deaths",9.333,"Cases Per Million","sum","COVID","all"
"Norway",15,"deaths",15.186,"Cases Per Million","sum","COVID","all"
"Norway",16,"deaths",4.941,"Cases Per Million","sum","COVID","all"
"Norway",17,"deaths",2.013,"Cases Per Million","sum","COVID","all"
"Norway",18,"deaths",0.915,"Cases Per Million","sum","COVID","all"
"Norway",19,"deaths",2.745,"Cases Per Million","sum","COVID","all"
"Norway",20,"deaths",8.601,"Cases Per Million","sum","COVID","all"
"Norway",21,"deaths",7.137,"Cases Per Million","sum","COVID","all"
"Norway",22,"deaths",28.176,"Cases Per Million","sum","COVID","all"
"Norway",23,"deaths",15.004,"Cases Per Million","sum","COVID","all"
"Oman",1,"deaths",NA,"Cases Per Million","sum","COVID","all"
"Oman",2,"deaths",NA,"Cases Per Million","sum","COVID","all"
"Oman",3,"deaths",1.911,"Cases Per Million","sum","COVID","all"
"Oman",4,"deaths",7.27,"Cases Per Million","sum","COVID","all"
"Oman",5,"deaths",24.313,"Cases Per Million","sum","COVID","all"
"Oman",6,"deaths",46.903,"Cases Per Million","sum","COVID","all"
"Oman",7,"deaths",50.543,"Cases Per Million","sum","COVID","all"
"Oman",8,"deaths",47.862,"Cases Per Million","sum","COVID","all"
"Oman",9,"deaths",52.265,"Cases Per Million","sum","COVID","all"
"Oman",10,"deaths",41.16,"Cases Per Million","sum","COVID","all"
"Oman",11,"deaths",14.548,"Cases Per Million","sum","COVID","all"
"Oman",12,"deaths",5.741,"Cases Per Million","sum","COVID","all"
"Oman",13,"deaths",7.846,"Cases Per Million","sum","COVID","all"
"Oman",14,"deaths",20.674,"Cases Per Million","sum","COVID","all"
"Oman",15,"deaths",63.559,"Cases Per Million","sum","COVID","all"
"Oman",16,"deaths",64.134,"Cases Per Million","sum","COVID","all"
"Oman",17,"deaths",144.543,"Cases Per Million","sum","COVID","all"
"Oman",18,"deaths",136.693,"Cases Per Million","sum","COVID","all"
"Oman",19,"deaths",47.862,"Cases Per Million","sum","COVID","all"
"Oman",20,"deaths",6.124,"Cases Per Million","sum","COVID","all"
"Oman",21,"deaths",2.869,"Cases Per Million","sum","COVID","all"
"Oman",22,"deaths",0.382,"Cases Per Million","sum","COVID","all"
"Oman",23,"deaths",0,"Cases Per Million","sum","COVID","all"
"Pakistan",1,"deaths",NA,"Cases Per Million","sum","COVID","all"
"Pakistan",2,"deaths",NA,"Cases Per Million","sum","COVID","all"
"Pakistan",3,"deaths",1.734,"Cases Per Million","sum","COVID","all"
"Pakistan",4,"deaths",4.997,"Cases Per Million","sum","COVID","all"
"Pakistan",5,"deaths",12.663,"Cases Per Million","sum","COVID","all"
"Pakistan",6,"deaths",6.911,"Cases Per Million","sum","COVID","all"
"Pakistan",7,"deaths",1.523,"Cases Per Million","sum","COVID","all"
"Pakistan",8,"deaths",0.845,"Cases Per Million","sum","COVID","all"
"Pakistan",9,"deaths",1.505,"Cases Per Million","sum","COVID","all"
"Pakistan",10,"deaths",5.63,"Cases Per Million","sum","COVID","all"
"Pakistan",11,"deaths",9.258,"Cases Per Million","sum","COVID","all"
"Pakistan",12,"deaths",6.692,"Cases Per Million","sum","COVID","all"
"Pakistan",13,"deaths",5.387,"Cases Per Million","sum","COVID","all"
"Pakistan",14,"deaths",7.258,"Cases Per Million","sum","COVID","all"
"Pakistan",15,"deaths",15.217,"Cases Per Million","sum","COVID","all"
"Pakistan",16,"deaths",12.849,"Cases Per Million","sum","COVID","all"
"Pakistan",17,"deaths",6.532,"Cases Per Million","sum","COVID","all"
"Pakistan",18,"deaths",4.89,"Cases Per Million","sum","COVID","all"
"Pakistan",19,"deaths",10.957,"Cases Per Million","sum","COVID","all"
"Pakistan",20,"deaths",8.423,"Cases Per Million","sum","COVID","all"
"Pakistan",21,"deaths",2.978,"Cases Per Million","sum","COVID","all"
"Pakistan",22,"deaths",1.247,"Cases Per Million","sum","COVID","all"
"Pakistan",23,"deaths",0.454,"Cases Per Million","sum","COVID","all"
"Palau",1,"deaths",NA,"Cases Per Million","sum","COVID","all"
"Palau",2,"deaths",NA,"Cases Per Million","sum","COVID","all"
"Palau",3,"deaths",NA,"Cases Per Million","sum","COVID","all"
"Palau",4,"deaths",NA,"Cases Per Million","sum","COVID","all"
"Palau",5,"deaths",NA,"Cases Per Million","sum","COVID","all"
"Panama",1,"deaths",NA,"Cases Per Million","sum","COVID","all"
"Panama",2,"deaths",36.059,"Cases Per Million","sum","COVID","all"
"Panama",3,"deaths",33.777,"Cases Per Million","sum","COVID","all"
"Panama",4,"deaths",67.331,"Cases Per Million","sum","COVID","all"
"Panama",5,"deaths",180.3,"Cases Per Million","sum","COVID","all"
"Panama",6,"deaths",132.602,"Cases Per Million","sum","COVID","all"
"Panama",7,"deaths",84.447,"Cases Per Million","sum","COVID","all"
"Panama",8,"deaths",74.859,"Cases Per Million","sum","COVID","all"
"Panama",9,"deaths",86.5,"Cases Per Million","sum","COVID","all"
"Panama",10,"deaths",215.219,"Cases Per Million","sum","COVID","all"
"Panama",11,"deaths",284.829,"Cases Per Million","sum","COVID","all"
"Panama",12,"deaths",131.232,"Cases Per Million","sum","COVID","all"
"Panama",13,"deaths",61.395,"Cases Per Million","sum","COVID","all"
"Panama",14,"deaths",26.929,"Cases Per Million","sum","COVID","all"
"Panama",15,"deaths",31.726,"Cases Per Million","sum","COVID","all"
"Panama",16,"deaths",39.711,"Cases Per Million","sum","COVID","all"
"Panama",17,"deaths",63.449,"Cases Per Million","sum","COVID","all"
"Panama",18,"deaths",54.319,"Cases Per Million","sum","COVID","all"
"Panama",19,"deaths",38.114,"Cases Per Million","sum","COVID","all"
"Panama",20,"deaths",19.855,"Cases Per Million","sum","COVID","all"
"Panama",21,"deaths",11.408,"Cases Per Million","sum","COVID","all"
"Panama",22,"deaths",4.793,"Cases Per Million","sum","COVID","all"
"Papua New Guinea",1,"deaths",NA,"Cases Per Million","sum","COVID","all"
"Papua New Guinea",2,"deaths",NA,"Cases Per Million","sum","COVID","all"
"Papua New Guinea",3,"deaths",NA,"Cases Per Million","sum","COVID","all"
"Papua New Guinea",4,"deaths",NA,"Cases Per Million","sum","COVID","all"
"Papua New Guinea",5,"deaths",NA,"Cases Per Million","sum","COVID","all"
"Papua New Guinea",6,"deaths",0.33,"Cases Per Million","sum","COVID","all"
"Papua New Guinea",7,"deaths",0.22,"Cases Per Million","sum","COVID","all"
"Papua New Guinea",8,"deaths",0,"Cases Per Million","sum","COVID","all"
"Papua New Guinea",9,"deaths",0,"Cases Per Million","sum","COVID","all"
"Papua New Guinea",10,"deaths",0.22,"Cases Per Million","sum","COVID","all"
"Papua New Guinea",11,"deaths",0,"Cases Per Million","sum","COVID","all"
"Papua New Guinea",12,"deaths",0.33,"Cases Per Million","sum","COVID","all"
"Papua New Guinea",13,"deaths",5.263,"Cases Per Million","sum","COVID","all"
"Papua New Guinea",14,"deaths",5.154,"Cases Per Million","sum","COVID","all"
"Papua New Guinea",15,"deaths",6.031,"Cases Per Million","sum","COVID","all"
"Papua New Guinea",16,"deaths",1.206,"Cases Per Million","sum","COVID","all"
"Papua New Guinea",17,"deaths",2.084,"Cases Per Million","sum","COVID","all"
"Papua New Guinea",18,"deaths",0,"Cases Per Million","sum","COVID","all"
"Papua New Guinea",19,"deaths",4.055,"Cases Per Million","sum","COVID","all"
"Papua New Guinea",20,"deaths",15.464,"Cases Per Million","sum","COVID","all"
"Papua New Guinea",21,"deaths",19.301,"Cases Per Million","sum","COVID","all"
"Papua New Guinea",22,"deaths",4.387,"Cases Per Million","sum","COVID","all"
"Paraguay",1,"deaths",NA,"Cases Per Million","sum","COVID","all"
"Paraguay",2,"deaths",0.972,"Cases Per Million","sum","COVID","all"
"Paraguay",3,"deaths",0.139,"Cases Per Million","sum","COVID","all"
"Paraguay",4,"deaths",0.833,"Cases Per Million","sum","COVID","all"
"Paraguay",5,"deaths",4.437,"Cases Per Million","sum","COVID","all"
"Paraguay",6,"deaths",38.372,"Cases Per Million","sum","COVID","all"
"Paraguay",7,"deaths",73.552,"Cases Per Million","sum","COVID","all"
"Paraguay",8,"deaths",75.768,"Cases Per Million","sum","COVID","all"
"Paraguay",9,"deaths",48.76,"Cases Per Million","sum","COVID","all"
"Paraguay",10,"deaths",70.086,"Cases Per Million","sum","COVID","all"
"Paraguay",11,"deaths",63.304,"Cases Per Million","sum","COVID","all"
"Paraguay",12,"deaths",63.994,"Cases Per Million","sum","COVID","all"
"Paraguay",13,"deaths",141.975,"Cases Per Million","sum","COVID","all"
"Paraguay",14,"deaths",301.816,"Cases Per Million","sum","COVID","all"
"Paraguay",15,"deaths",387.97,"Cases Per Million","sum","COVID","all"
"Paraguay",16,"deaths",513.737,"Cases Per Million","sum","COVID","all"
"Paraguay",17,"deaths",288.939,"Cases Per Million","sum","COVID","all"
"Paraguay",18,"deaths",108.868,"Cases Per Million","sum","COVID","all"
"Paraguay",19,"deaths",59.701,"Cases Per Million","sum","COVID","all"
"Paraguay",20,"deaths",6.654,"Cases Per Million","sum","COVID","all"
"Paraguay",21,"deaths",31.31,"Cases Per Million","sum","COVID","all"
"Paraguay",22,"deaths",5.681,"Cases Per Million","sum","COVID","all"
"Peru",1,"deaths",NA,"Cases Per Million","sum","COVID","all"
"Peru",2,"deaths",NA,"Cases Per Million","sum","COVID","all"
"Peru",3,"deaths",NA,"Cases Per Million","sum","COVID","all"
"Peru",4,"deaths",139.211,"Cases Per Million","sum","COVID","all"
"Peru",5,"deaths",477.466,"Cases Per Million","sum","COVID","all"
"Peru",6,"deaths",515.238,"Cases Per Million","sum","COVID","all"
"Peru",7,"deaths",542.096,"Cases Per Million","sum","COVID","all"
"Peru",8,"deaths",528.488,"Cases Per Million","sum","COVID","all"
"Peru",9,"deaths",255.489,"Cases Per Million","sum","COVID","all"
"Peru",10,"deaths",130.669,"Cases Per Million","sum","COVID","all"
"Peru",11,"deaths",88.585,"Cases Per Million","sum","COVID","all"
"Peru",12,"deaths",108.546,"Cases Per Million","sum","COVID","all"
"Peru",13,"deaths",321.949,"Cases Per Million","sum","COVID","all"
"Peru",14,"deaths",560.324,"Cases Per Million","sum","COVID","all"
"Peru",15,"deaths",626.925,"Cases Per Million","sum","COVID","all"
"Peru",16,"deaths",698.002,"Cases Per Million","sum","COVID","all"
"Peru",17,"deaths",512.059,"Cases Per Million","sum","COVID","all"
"Peru",18,"deaths",256.241,"Cases Per Million","sum","COVID","all"
"Peru",19,"deaths",120.567,"Cases Per Million","sum","COVID","all"
"Peru",20,"deaths",57.256,"Cases Per Million","sum","COVID","all"
"Peru",21,"deaths",33.092,"Cases Per Million","sum","COVID","all"
"Peru",22,"deaths",26.348,"Cases Per Million","sum","COVID","all"
"Peru",23,"deaths",27.874,"Cases Per Million","sum","COVID","all"
"Peru",24,"deaths",17.805,"Cases Per Million","sum","COVID","all"
"Philippines",1,"deaths",NA,"Cases Per Million","sum","COVID","all"
"Philippines",2,"deaths",NA,"Cases Per Million","sum","COVID","all"
"Philippines",3,"deaths",0.783,"Cases Per Million","sum","COVID","all"
"Philippines",4,"deaths",4.32,"Cases Per Million","sum","COVID","all"
"Philippines",5,"deaths",3.501,"Cases Per Million","sum","COVID","all"
"Philippines",6,"deaths",2.781,"Cases Per Million","sum","COVID","all"
"Philippines",7,"deaths",6.815,"Cases Per Million","sum","COVID","all"
"Philippines",8,"deaths",13.82,"Cases Per Million","sum","COVID","all"
"Philippines",9,"deaths",17.517,"Cases Per Million","sum","COVID","all"
"Philippines",10,"deaths",15.456,"Cases Per Million","sum","COVID","all"
"Philippines",11,"deaths",10.54,"Cases Per Million","sum","COVID","all"
"Philippines",12,"deaths",7.669,"Cases Per Million","sum","COVID","all"
"Philippines",13,"deaths",13.548,"Cases Per Million","sum","COVID","all"
"Philippines",14,"deaths",14.124,"Cases Per Million","sum","COVID","all"
"Philippines",15,"deaths",8.812,"Cases Per Million","sum","COVID","all"
"Philippines",16,"deaths",35.454,"Cases Per Million","sum","COVID","all"
"Philippines",17,"deaths",33.609,"Cases Per Million","sum","COVID","all"
"Philippines",18,"deaths",33.286,"Cases Per Million","sum","COVID","all"
"Philippines",19,"deaths",29.057,"Cases Per Million","sum","COVID","all"
"Philippines",20,"deaths",50.059,"Cases Per Million","sum","COVID","all"
"Philippines",21,"deaths",43.64,"Cases Per Million","sum","COVID","all"
"Philippines",22,"deaths",43.925,"Cases Per Million","sum","COVID","all"
"Philippines",23,"deaths",48.387,"Cases Per Million","sum","COVID","all"
"Philippines",24,"deaths",16.173,"Cases Per Million","sum","COVID","all"
"Poland",1,"deaths",NA,"Cases Per Million","sum","COVID","all"
"Poland",2,"deaths",16.166,"Cases Per Million","sum","COVID","all"
"Poland",3,"deaths",11.113,"Cases Per Million","sum","COVID","all"
"Poland",4,"deaths",10.557,"Cases Per Million","sum","COVID","all"
"Poland",5,"deaths",6.691,"Cases Per Million","sum","COVID","all"
"Poland",6,"deaths",8.544,"Cases Per Million","sum","COVID","all"
"Poland",7,"deaths",12.541,"Cases Per Million","sum","COVID","all"
"Poland",8,"deaths",82.493,"Cases Per Million","sum","COVID","all"
"Poland",9,"deaths",304.761,"Cases Per Million","sum","COVID","all"
"Poland",10,"deaths",301.717,"Cases Per Million","sum","COVID","all"
"Poland",11,"deaths",228.221,"Cases Per Million","sum","COVID","all"
"Poland",12,"deaths",174.325,"Cases Per Million","sum","COVID","all"
"Poland",13,"deaths",245.418,"Cases Per Million","sum","COVID","all"
"Poland",14,"deaths",382.489,"Cases Per Million","sum","COVID","all"
"Poland",15,"deaths",165.173,"Cases Per Million","sum","COVID","all"
"Poland",16,"deaths",33.757,"Cases Per Million","sum","COVID","all"
"Poland",17,"deaths",6.348,"Cases Per Million","sum","COVID","all"
"Poland",18,"deaths",2.222,"Cases Per Million","sum","COVID","all"
"Poland",19,"deaths",8.068,"Cases Per Million","sum","COVID","all"
"Poland",20,"deaths",35.688,"Cases Per Million","sum","COVID","all"
"Poland",21,"deaths",174.192,"Cases Per Million","sum","COVID","all"
"Poland",22,"deaths",130.301,"Cases Per Million","sum","COVID","all"
"Portugal",1,"deaths",NA,"Cases Per Million","sum","COVID","all"
"Portugal",2,"deaths",NA,"Cases Per Million","sum","COVID","all"
"Portugal",3,"deaths",NA,"Cases Per Million","sum","COVID","all"
"Portugal",4,"deaths",81.53,"Cases Per Million","sum","COVID","all"
"Portugal",5,"deaths",41.408,"Cases Per Million","sum","COVID","all"
"Portugal",6,"deaths",16.323,"Cases Per Million","sum","COVID","all"
"Portugal",7,"deaths",15.639,"Cases Per Million","sum","COVID","all"
"Portugal",8,"deaths",8.556,"Cases Per Million","sum","COVID","all"
"Portugal",9,"deaths",14.654,"Cases Per Million","sum","COVID","all"
"Portugal",10,"deaths",52.717,"Cases Per Million","sum","COVID","all"
"Portugal",11,"deaths",196.502,"Cases Per Million","sum","COVID","all"
"Portugal",12,"deaths",236.134,"Cases Per Million","sum","COVID","all"
"Portugal",13,"deaths",548.391,"Cases Per Million","sum","COVID","all"
"Portugal",14,"deaths",377.166,"Cases Per Million","sum","COVID","all"
"Portugal",15,"deaths",52.223,"Cases Per Million","sum","COVID","all"
"Portugal",16,"deaths",12.391,"Cases Per Million","sum","COVID","all"
"Portugal",17,"deaths",5.013,"Cases Per Million","sum","COVID","all"
"Portugal",18,"deaths",6.982,"Cases Per Million","sum","COVID","all"
"Portugal",19,"deaths",26.063,"Cases Per Million","sum","COVID","all"
"Portugal",20,"deaths",37.569,"Cases Per Million","sum","COVID","all"
"Portugal",21,"deaths",22.814,"Cases Per Million","sum","COVID","all"
"Portugal",22,"deaths",17.894,"Cases Per Million","sum","COVID","all"
"Portugal",23,"deaths",27.931,"Cases Per Million","sum","COVID","all"
"Portugal",24,"deaths",22.818,"Cases Per Million","sum","COVID","all"
"Qatar",1,"deaths",NA,"Cases Per Million","sum","COVID","all"
"Qatar",2,"deaths",NA,"Cases Per Million","sum","COVID","all"
"Qatar",3,"deaths",2.728,"Cases Per Million","sum","COVID","all"
"Qatar",4,"deaths",9.551,"Cases Per Million","sum","COVID","all"
"Qatar",5,"deaths",25.592,"Cases Per Million","sum","COVID","all"
"Qatar",6,"deaths",20.811,"Cases Per Million","sum","COVID","all"
"Qatar",7,"deaths",7.845,"Cases Per Million","sum","COVID","all"
"Qatar",8,"deaths",5.797,"Cases Per Million","sum","COVID","all"
"Qatar",9,"deaths",6.139,"Cases Per Million","sum","COVID","all"
"Qatar",10,"deaths",1.705,"Cases Per Million","sum","COVID","all"
"Qatar",11,"deaths",2.728,"Cases Per Million","sum","COVID","all"
"Qatar",12,"deaths",1.023,"Cases Per Million","sum","COVID","all"
"Qatar",13,"deaths",3.41,"Cases Per Million","sum","COVID","all"
"Qatar",14,"deaths",11.256,"Cases Per Million","sum","COVID","all"
"Qatar",15,"deaths",56.983,"Cases Per Million","sum","COVID","all"
"Qatar",16,"deaths",33.438,"Cases Per Million","sum","COVID","all"
"Qatar",17,"deaths",11.597,"Cases Per Million","sum","COVID","all"
"Qatar",18,"deaths",3.751,"Cases Per Million","sum","COVID","all"
"Qatar",19,"deaths",0.341,"Cases Per Million","sum","COVID","all"
"Qatar",20,"deaths",1.364,"Cases Per Million","sum","COVID","all"
"Qatar",21,"deaths",1.364,"Cases Per Million","sum","COVID","all"
"Qatar",22,"deaths",0.341,"Cases Per Million","sum","COVID","all"
"Qatar",23,"deaths",0.682,"Cases Per Million","sum","COVID","all"
"Romania",1,"deaths",NA,"Cases Per Million","sum","COVID","all"
"Romania",2,"deaths",NA,"Cases Per Million","sum","COVID","all"
"Romania",3,"deaths",33.198,"Cases Per Million","sum","COVID","all"
"Romania",4,"deaths",28.706,"Cases Per Million","sum","COVID","all"
"Romania",5,"deaths",20.127,"Cases Per Million","sum","COVID","all"
"Romania",6,"deaths",36.178,"Cases Per Million","sum","COVID","all"
"Romania",7,"deaths",66.812,"Cases Per Million","sum","COVID","all"
"Romania",8,"deaths",62.943,"Cases Per Million","sum","COVID","all"
"Romania",9,"deaths",112.035,"Cases Per Million","sum","COVID","all"
"Romania",10,"deaths",228.099,"Cases Per Million","sum","COVID","all"
"Romania",11,"deaths",231.916,"Cases Per Million","sum","COVID","all"
"Romania",12,"deaths",134.254,"Cases Per Million","sum","COVID","all"
"Romania",13,"deaths",105.342,"Cases Per Million","sum","COVID","all"
"Romania",14,"deaths",166.667,"Cases Per Million","sum","COVID","all"
"Romania",15,"deaths",238.975,"Cases Per Million","sum","COVID","all"
"Romania",16,"deaths",115.172,"Cases Per Million","sum","COVID","all"
"Romania",17,"deaths",181.62,"Cases Per Million","sum","COVID","all"
"Romania",18,"deaths",25.88,"Cases Per Million","sum","COVID","all"
"Romania",19,"deaths",15.109,"Cases Per Million","sum","COVID","all"
"Romania",20,"deaths",129.182,"Cases Per Million","sum","COVID","all"
"Romania",21,"deaths",559.92,"Cases Per Million","sum","COVID","all"
"Romania",22,"deaths",458.911,"Cases Per Million","sum","COVID","all"
"Romania",23,"deaths",63.364,"Cases Per Million","sum","COVID","all"
"Russia",1,"deaths",NA,"Cases Per Million","sum","COVID","all"
"Russia",2,"deaths",NA,"Cases Per Million","sum","COVID","all"
"Russia",3,"deaths",NA,"Cases Per Million","sum","COVID","all"
"Russia",4,"deaths",7.236,"Cases Per Million","sum","COVID","all"
"Russia",5,"deaths",24.807,"Cases Per Million","sum","COVID","all"
"Russia",6,"deaths",31.613,"Cases Per Million","sum","COVID","all"
"Russia",7,"deaths",31.752,"Cases Per Million","sum","COVID","all"
"Russia",8,"deaths",21.854,"Cases Per Million","sum","COVID","all"
"Russia",9,"deaths",23.999,"Cases Per Million","sum","COVID","all"
"Russia",10,"deaths",49.051,"Cases Per Million","sum","COVID","all"
"Russia",11,"deaths",80.213,"Cases Per Million","sum","COVID","all"
"Russia",12,"deaths",115,"Cases Per Million","sum","COVID","all"
"Russia",13,"deaths",108,"Cases Per Million","sum","COVID","all"
"Russia",14,"deaths",86.842,"Cases Per Million","sum","COVID","all"
"Russia",15,"deaths",85.797,"Cases Per Million","sum","COVID","all"
"Russia",16,"deaths",75.877,"Cases Per Million","sum","COVID","all"
"Russia",17,"deaths",76.583,"Cases Per Million","sum","COVID","all"
"Russia",18,"deaths",92.579,"Cases Per Million","sum","COVID","all"
"Russia",19,"deaths",157.487,"Cases Per Million","sum","COVID","all"
"Russia",20,"deaths",164.873,"Cases Per Million","sum","COVID","all"
"Russia",21,"deaths",161.33,"Cases Per Million","sum","COVID","all"
"Russia",22,"deaths",210.024,"Cases Per Million","sum","COVID","all"
"Russia",23,"deaths",244.706,"Cases Per Million","sum","COVID","all"
"Russia",24,"deaths",102.863,"Cases Per Million","sum","COVID","all"
"Rwanda",1,"deaths",NA,"Cases Per Million","sum","COVID","all"
"Rwanda",2,"deaths",NA,"Cases Per Million","sum","COVID","all"
"Rwanda",3,"deaths",NA,"Cases Per Million","sum","COVID","all"
"Rwanda",4,"deaths",0.075,"Cases Per Million","sum","COVID","all"
"Rwanda",5,"deaths",0.225,"Cases Per Million","sum","COVID","all"
"Rwanda",6,"deaths",0.827,"Cases Per Million","sum","COVID","all"
"Rwanda",7,"deaths",0.977,"Cases Per Million","sum","COVID","all"
"Rwanda",8,"deaths",0.45,"Cases Per Million","sum","COVID","all"
"Rwanda",9,"deaths",1.053,"Cases Per Million","sum","COVID","all"
"Rwanda",10,"deaths",3.238,"Cases Per Million","sum","COVID","all"
